Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),세전계속사업이익률(%),영업수익(천원),영업비용(천원)
A205470,휴마시스,12,2020,Annual,46.12,67.50,55.79,817.53,676.57,675.78,46.17,"45,717,212","20,211,598"
A205470,휴마시스,12,2021,Annual,47.16,65.43,60.15,"5,403.61","5,492.78","4,236.91",61.14,"307,476,758","122,544,613"
A205470,휴마시스,12,2022,Annual,38.86,54.21,45.57,"6,225.64","6,913.30","5,308.25",50.61,"467,505,656","254,440,479"
A388720,유일로보틱스,12,2011,Annual,,,,,,,,,
A388720,유일로보틱스,12,2012,Annual,,,,,,,,,
A388720,유일로보틱스,12,2013,Annual,,,,,,,,,
A388720,유일로보틱스,12,2014,Annual,,,,,,,,,
A388720,유일로보틱스,12,2015,Annual,4.98,16.16,3.63,,,,5.07,"18,688,751","18,010,504"
A388720,유일로보틱스,12,2016,Annual,4.91,23.23,5.47,255.53,270.16,229.18,5.78,"23,357,932","22,080,301"
A388720,유일로보틱스,12,2017,Annual,1.81,21.83,2.97,119.95,75.46,73.27,1.87,"20,214,318","19,614,547"
A388720,유일로보틱스,12,2018,Annual,1.01,21.36,0.84,37.31,10.94,44.81,0.25,"22,260,649","22,074,111"
A388720,유일로보틱스,12,2019,Annual,12.00,31.25,12.20,N/A(IFRS),N/A(IFRS),N/A(IFRS),11.72,"24,042,255","21,110,099"
A388720,유일로보틱스,12,2020,Annual,8.96,28.91,10.17,189.57,167.30,166.97,8.98,"27,952,389","25,108,790"
A388720,유일로보틱스,12,2021,Annual,10.20,26.82,8.39,103.50,129.91,125.78,10.53,"35,052,241","32,111,141"
A388720,유일로보틱스,12,2022,Annual,-6.01,15.70,-7.97,-81.99,-70.17,-61.88,-6.82,"38,445,046","41,508,685"
A048870,시너지이노베이션,12,2011,Annual,-21.89,23.18,1.07,9.11,-111.06,-186.40,-13.04,"42,656,185","42,200,102"
A048870,시너지이노베이션,12,2012,Annual,-4.36,15.69,-1.94,-17.44,-45.84,-39.11,-5.10,"58,624,796","59,763,595"
A048870,시너지이노베이션,12,2013,Annual,-130.34,-0.37,-42.53,-165.14,-506.16,-506.16,-130.34,"30,205,116","43,050,373"
A048870,시너지이노베이션,12,2014,Annual,-59.69,11.51,-13.71,-51.82,-225.67,-225.67,-59.69,"29,651,641","33,715,808"
A048870,시너지이노베이션,12,2015,Annual,-336.44,-16.34,-88.59,-154.64,-587.29,-587.29,-336.44,"14,377,783","27,114,438"
A048870,시너지이노베이션,12,2016,Annual,172.57,31.71,2.92,1.42,84.03,84.03,172.57,"7,489,098","7,270,761"
A048870,시너지이노베이션,12,2017,Annual,-137.83,3.08,-50.97,-12.67,-34.24,-34.25,-137.77,"6,189,799","9,344,874"
A048870,시너지이노베이션,12,2018,Annual,113.05,34.23,2.58,0.86,35.30,37.44,106.57,"9,329,494","9,088,478"
A048870,시너지이노베이션,12,2019,Annual,47.66,30.70,6.65,2.39,17.99,17.12,50.10,"11,002,162","10,270,668"
A048870,시너지이노베이션,12,2020,Annual,-118.59,47.62,34.96,20.81,-70.61,-70.61,-118.59,"20,602,617","13,400,746"
A048870,시너지이노베이션,12,2021,Annual,11.03,29.48,11.79,5.60,5.24,5.24,11.03,"18,159,515","16,018,183"
A048870,시너지이노베이션,12,2022,Annual,105.26,28.51,5.81,1.94,-18.63,35.09,-55.89,"13,522,035","12,736,191"
A064800,젬백스링크,12,2011,Annual,2.46,23.53,2.59,22.02,23.65,20.91,2.78,"30,219,584","29,437,634"
A064800,젬백스링크,12,2012,Annual,-3.14,18.51,-3.74,-25.82,-27.47,-21.70,-3.98,"24,511,378","25,428,076"
A064800,젬백스링크,12,2013,Annual,-10.38,24.47,0.39,2.22,-75.43,-59.25,-13.22,"20,256,445","20,177,696"
A064800,젬백스링크,12,2014,Annual,-18.58,28.96,4.73,23.35,21.61,-91.70,4.38,"17,519,814","16,690,859"
A064800,젬백스링크,12,2015,Annual,5.23,25.95,-2.35,-10.55,31.30,23.47,6.98,"15,932,314","16,306,917"
A064800,젬백스링크,12,2016,Annual,2.47,22.98,-5.45,-24.59,-20.15,11.15,-4.46,"16,425,666","17,320,138"
A064800,젬백스링크,12,2017,Annual,2.62,26.08,6.06,18.63,30.29,8.05,9.85,"14,117,475","13,262,106"
A064800,젬백스링크,12,2018,Annual,18.36,30.24,2.93,21.14,181.40,132.54,25.12,"41,963,168","40,734,837"
A064800,젬백스링크,12,2019,Annual,4.14,30.36,6.47,92.10,90.43,58.93,6.35,"95,229,707","89,070,854"
A064800,젬백스링크,12,2020,Annual,3.08,27.39,4.49,55.71,54.97,38.22,4.43,"93,561,526","89,364,075"
A064800,젬백스링크,12,2021,Annual,10.79,26.67,5.91,80.13,199.55,146.33,14.71,"109,720,018","103,239,668"
A064800,젬백스링크,12,2022,Annual,-5.14,24.66,0.84,9.57,-52.40,-58.49,-4.61,"94,887,189","94,088,218"
A086890,이수앱지스,12,2011,Annual,-114.19,50.96,-119.26,-108.79,-104.17,-104.17,-114.19,"5,126,369","11,239,918"
A086890,이수앱지스,12,2012,Annual,-114.18,43.22,-114.67,-113.90,-113.41,-113.41,-114.18,"5,582,996","11,984,854"
A086890,이수앱지스,12,2013,Annual,-100.32,58.78,-77.40,-105.18,-136.32,-136.32,-100.32,"8,164,306","14,483,584"
A086890,이수앱지스,12,2014,Annual,-157.78,56.23,-89.33,-95.09,-167.95,-167.95,-157.78,"7,097,098","13,437,083"
A086890,이수앱지스,12,2015,Annual,-85.20,53.06,-44.39,-60.88,-116.84,-116.84,-85.20,"11,470,882","16,562,966"
A086890,이수앱지스,12,2016,Annual,-22.92,61.07,-16.38,-31.74,-44.41,-44.41,-22.92,"19,054,717","22,175,427"
A086890,이수앱지스,12,2017,Annual,-44.86,52.41,-41.36,-72.00,-78.09,-78.09,-44.86,"19,458,890","27,506,387"
A086890,이수앱지스,12,2018,Annual,-77.57,45.43,-75.08,-97.49,-100.72,-100.72,-77.57,"16,745,736","29,318,711"
A086890,이수앱지스,12,2019,Annual,-84.76,35.74,-75.31,-118.90,-133.83,-133.83,-84.76,"21,019,126","36,848,026"
A086890,이수앱지스,12,2020,Annual,-77.58,44.21,-51.50,-96.10,-144.76,-144.76,-77.58,"25,607,265","38,794,973"
A086890,이수앱지스,12,2021,Annual,2.96,39.38,-32.05,-58.46,5.40,5.40,2.96,"28,018,475","36,998,688"
A086890,이수앱지스,12,2022,Annual,-17.60,31.94,-38.94,-96.63,-43.68,-43.68,-17.60,"41,169,947","57,202,095"
A122990,와이솔,12,2011,Annual,9.99,26.64,13.50,221.67,177.73,164.04,10.83,"86,885,952","75,154,703"
A122990,와이솔,12,2012,Annual,13.66,33.77,17.20,286.03,239.24,227.13,14.39,"88,901,414","73,608,888"
A122990,와이솔,12,2013,Annual,8.78,25.36,10.29,215.63,202.67,184.05,9.67,"140,079,249","125,666,264"
A122990,와이솔,12,2014,Annual,7.51,13.85,4.96,114.59,171.88,173.51,7.43,"191,288,239","181,805,848"
A122990,와이솔,12,2015,Annual,9.98,16.73,9.23,287.31,313.89,310.67,10.09,"283,323,214","257,164,263"
A122990,와이솔,12,2016,Annual,7.70,16.06,7.85,228.82,234.75,224.52,8.05,"288,733,460","266,076,363"
A122990,와이솔,12,2017,Annual,11.20,23.47,12.99,364.40,329.77,314.16,11.75,"303,437,262","264,032,064"
A122990,와이솔,12,2018,Annual,15.08,32.58,17.17,311.00,353.31,273.20,19.51,"213,414,458","176,770,840"
A122990,와이솔,12,2019,Annual,3.94,26.99,9.98,141.21,61.45,55.69,4.34,"185,060,777","166,586,742"
A122990,와이솔,12,2020,Annual,2.43,24.49,6.99,92.04,89.85,32.03,6.82,"185,505,932","172,541,578"
A122990,와이솔,12,2021,Annual,14.91,14.34,0.89,12.00,208.31,200.06,15.52,"189,109,115","187,418,651"
A122990,와이솔,12,2022,Annual,-3.05,5.96,-12.11,-131.16,-61.53,-33.02,-5.68,"152,689,395","171,174,274"
A354320,알멕,12,2011,Annual,0.63,7.63,2.57,109.81,28.69,26.98,0.67,"71,258,147","69,429,673"
A354320,알멕,12,2012,Annual,0.84,8.40,2.49,91.99,32.92,31.19,0.89,"61,493,349","59,961,626"
A354320,알멕,12,2013,Annual,0.35,8.16,2.66,97.01,17.18,12.92,0.47,"60,710,114","59,094,771"
A354320,알멕,12,2014,Annual,1.40,9.82,3.29,101.52,48.07,43.22,1.56,"51,352,941","49,662,485"
A354320,알멕,12,2015,Annual,0.64,9.07,2.84,99.08,26.45,22.18,0.76,"58,050,638","56,400,940"
A354320,알멕,12,2016,Annual,0.50,9.75,2.91,96.78,19.36,16.69,0.58,"55,290,944","53,679,561"
A354320,알멕,12,2017,Annual,0.36,9.63,1.89,63.47,14.32,12.27,0.43,"55,976,450","54,919,686"
A354320,알멕,12,2018,Annual,-23.14,-5.55,-17.12,-550.71,-744.48,-744.48,-23.14,"53,559,540","62,729,270"
A354320,알멕,12,2019,Annual,-1.99,11.00,-0.22,N/A(IFRS),N/A(IFRS),N/A(IFRS),-2.76,"73,690,153","73,854,912"
A354320,알멕,12,2020,Annual,0.52,13.03,4.41,163.89,21.31,19.24,0.57,"74,505,122","71,218,451"
A354320,알멕,12,2021,Annual,-14.79,6.33,-7.24,-281.16,-679.23,-574.40,-17.49,"83,652,585","89,707,299"
A354320,알멕,12,2022,Annual,6.10,22.55,9.83,751.51,553.72,466.67,7.24,"176,909,481","159,524,682"
A036220,오상헬스케어,12,2011,Annual,8.17,48.78,15.96,218.41,147.46,111.82,10.78,"53,012,442","44,550,776"
A036220,오상헬스케어,12,2012,Annual,-8.62,43.92,-1.37,-18.58,-95.25,-117.11,-7.01,"56,670,383","57,445,015"
A036220,오상헬스케어,12,2013,Annual,-17.94,39.27,-11.73,-137.58,-216.42,-210.37,-18.46,"50,938,976","56,916,136"
A036220,오상헬스케어,12,2014,Annual,-12.07,35.90,-7.35,-92.75,-167.51,-152.34,-13.27,"54,820,355","58,849,550"
A036220,오상헬스케어,12,2015,Annual,-15.25,42.71,4.55,52.20,-149.31,-174.85,-13.03,"50,104,898","47,823,216"
A036220,오상헬스케어,12,2016,Annual,-18.45,42.23,7.53,91.29,-23.15,-223.71,-1.91,"59,073,746","54,625,433"
A036220,오상헬스케어,12,2017,Annual,16.28,32.74,4.31,43.82,-21.88,165.47,-2.15,"54,339,923","51,996,474"
A036220,오상헬스케어,12,2018,Annual,3.82,32.27,1.81,17.35,25.48,36.58,2.66,"56,145,505","55,127,521"
A036220,오상헬스케어,12,2019,Annual,-7.38,27.63,-2.66,-23.86,-16.43,-66.12,-1.83,"57,268,999","58,793,575"
A036220,오상헬스케어,12,2020,Annual,48.45,73.79,62.30,"2,515.56","2,431.63","1,956.44",60.22,"257,967,344","97,248,866"
A036220,오상헬스케어,12,2021,Annual,1.13,34.66,-7.14,-144.61,-8.91,22.82,-0.44,"129,592,926","138,846,595"
A036220,오상헬스케어,12,2022,Annual,20.19,50.56,23.14,689.51,759.64,601.67,25.49,"193,619,156","148,813,167"
A190510,나무가,12,2011,Annual,-2.05,12.99,1.98,61.82,-64.00,-64.00,-2.05,"32,263,274","31,625,334"
A190510,나무가,12,2012,Annual,-3.48,9.95,0.92,N/A(IFRS),N/A(IFRS),N/A(IFRS),-5.21,"54,272,164","53,774,420"
A190510,나무가,12,2013,Annual,0.10,5.40,1.44,262.33,15.17,18.82,0.08,"181,936,000","179,310,796"
A190510,나무가,12,2014,Annual,2.74,7.43,2.56,377.43,465.72,403.34,3.16,"193,917,712","188,946,239"
A190510,나무가,12,2015,Annual,2.35,11.31,6.86,"1,420.37",919.00,487.24,4.44,"330,071,994","307,439,115"
A190510,나무가,12,2016,Annual,-1.91,5.26,-0.94,-95.08,-265.91,-192.48,-2.63,"189,575,941","191,361,404"
A190510,나무가,12,2017,Annual,-25.73,2.32,-13.40,"-1,194.80","-2,294.06","-2,294.32",-25.72,"169,353,908","192,042,798"
A190510,나무가,12,2018,Annual,5.18,5.48,4.11,430.04,567.17,541.20,5.43,"199,656,907","191,441,249"
A190510,나무가,12,2019,Annual,1.17,6.43,1.06,151.85,108.39,167.97,0.75,"275,379,664","272,473,637"
A190510,나무가,12,2020,Annual,-0.39,4.58,0.52,72.67,-58.73,-54.00,-0.42,"388,515,152","386,499,276"
A190510,나무가,12,2021,Annual,2.39,5.96,1.04,67.67,168.26,156.25,2.58,"349,340,380","345,719,263"
A190510,나무가,12,2022,Annual,9.97,10.66,5.51,246.57,495.59,446.11,11.08,"342,943,016","324,041,854"
A043370,피에이치에이,12,2011,Annual,7.22,12.59,3.98,158.49,352.78,287.07,8.87,"417,636,924","400,995,079"
A043370,피에이치에이,12,2012,Annual,5.29,11.14,2.19,100.47,295.90,242.34,6.46,"480,725,449","470,175,910"
A043370,피에이치에이,12,2013,Annual,4.87,9.08,1.57,76.05,297.02,235.71,6.14,"508,043,195","500,057,656"
A043370,피에이치에이,12,2014,Annual,2.07,6.34,-2.46,-125.41,134.42,105.22,2.64,"534,963,360","548,131,805"
A043370,피에이치에이,12,2015,Annual,-2.72,7.02,-10.36,-614.34,-222.28,-161.17,-3.75,"622,841,010","687,346,683"
A043370,피에이치에이,12,2016,Annual,4.39,9.10,0.65,41.11,359.61,278.69,5.66,"667,100,217","662,783,891"
A043370,피에이치에이,12,2017,Annual,9.57,6.76,-2.28,-134.10,760.82,562.23,12.94,"617,166,173","631,247,170"
A043370,피에이치에이,12,2018,Annual,6.59,7.48,-0.29,-17.11,621.24,394.61,10.38,"628,611,155","630,408,035"
A043370,피에이치에이,12,2019,Annual,3.76,9.58,0.94,55.97,187.58,224.29,3.14,"626,711,569","620,834,567"
A043370,피에이치에이,12,2020,Annual,2.32,8.48,0.13,7.16,130.84,124.04,2.45,"560,887,688","560,135,588"
A043370,피에이치에이,12,2021,Annual,7.21,7.22,-2.51,-132.77,469.89,381.56,8.88,"555,424,858","569,365,776"
A043370,피에이치에이,12,2022,Annual,5.14,8.90,-0.97,-56.10,344.01,296.35,5.96,"605,887,466","611,777,562"
A005860,한일사료,12,2011,Annual,1.08,11.81,1.78,13.01,9.73,7.86,1.33,"116,447,460","114,371,166"
A005860,한일사료,12,2012,Annual,1.94,10.82,0.33,2.79,20.39,16.37,2.42,"134,455,312","134,010,656"
A005860,한일사료,12,2013,Annual,-1.97,9.94,0.36,3.16,-15.69,-17.48,-1.76,"141,976,909","141,472,048"
A005860,한일사료,12,2014,Annual,1.26,13.73,2.71,21.55,15.61,10.02,1.96,"127,140,463","123,700,144"
A005860,한일사료,12,2015,Annual,1.11,15.21,2.60,18.13,11.22,7.71,1.61,"111,142,321","108,248,090"
A005860,한일사료,12,2016,Annual,-0.06,15.00,1.03,5.75,-0.56,-0.33,-0.10,"99,846,700","98,822,047"
A005860,한일사료,12,2017,Annual,2.59,15.37,0.64,3.06,16.12,12.30,3.39,"93,701,821","93,098,682"
A005860,한일사료,12,2018,Annual,0.08,14.91,1.26,6.32,1.44,0.39,0.29,"98,462,181","97,217,974"
A005860,한일사료,12,2019,Annual,-0.35,15.98,0.72,3.74,0.54,-1.83,0.10,"102,314,789","101,577,225"
A005860,한일사료,12,2020,Annual,1.00,14.82,0.86,4.67,8.27,5.43,1.52,"106,910,200","105,989,450"
A005860,한일사료,12,2021,Annual,1.01,12.69,1.17,7.41,6.68,6.39,1.05,"124,971,385","123,511,743"
A005860,한일사료,12,2022,Annual,-0.40,9.37,0.15,1.13,-4.61,-3.05,-0.60,"150,914,476","150,691,013"
A035080,그래디언트,12,2011,Annual,-51.64,100.00,-87.84,-27.45,-0.89,-16.14,-2.85,"9,501,248","17,846,746"
A035080,그래디언트,12,2012,Annual,141.64,100.00,-6.35,-2.33,127.60,51.92,348.11,"11,150,621","11,858,247"
A035080,그래디언트,12,2013,Annual,-119.30,100.00,3.89,1.02,-38.38,-31.14,-147.04,"7,939,840","7,630,723"
A035080,그래디언트,12,2014,Annual,8.07,100.00,2.08,0.53,-3.85,2.06,-15.09,"7,753,595","7,592,558"
A035080,그래디언트,12,2015,Annual,101.88,100.00,45.39,19.20,44.69,43.10,105.63,"12,870,821","7,028,826"
A035080,그래디언트,12,2016,Annual,-245.80,100.00,64.99,35.28,-164.35,-133.46,-302.70,"16,516,754","5,782,897"
A035080,그래디언트,12,2017,Annual,-438.55,100.00,48.32,19.83,-178.86,-179.99,-435.80,"12,485,184","6,451,844"
A035080,그래디언트,12,2018,Annual,35.99,100.00,48.73,19.60,16.24,14.48,40.38,"12,237,889","6,274,707"
A035080,그래디언트,12,2019,Annual,47.31,100.00,43.45,12.45,15.11,13.56,52.72,"8,719,700","4,931,326"
A035080,그래디언트,12,2020,Annual,6.70,100.00,64.04,21.35,26.47,2.23,79.39,"12,032,956","4,326,590"
A035080,그래디언트,12,2021,Annual,-114.82,100.00,68.84,24.98,46.50,-41.67,128.12,"15,157,574","4,722,611"
A035080,그래디언트,12,2022,Annual,"2,798.01",100.00,-6.08,-1.28,2.36,587.29,11.26,"8,766,351","9,299,611"
A017890,한국알콜,12,2011,Annual,5.46,12.45,7.89,144.70,133.38,100.06,7.27,"198,105,182","182,473,233"
A017890,한국알콜,12,2012,Annual,3.66,7.68,2.93,54.72,85.87,68.32,4.60,"201,870,774","195,959,129"
A017890,한국알콜,12,2013,Annual,0.96,8.16,3.09,54.33,22.11,16.84,1.26,"189,889,105","184,019,476"
A017890,한국알콜,12,2014,Annual,5.12,12.44,6.43,108.14,109.87,86.13,6.53,"181,800,360","170,118,103"
A017890,한국알콜,12,2015,Annual,5.55,13.54,7.27,125.21,121.54,95.54,7.06,"186,013,845","172,487,799"
A017890,한국알콜,12,2016,Annual,13.10,16.95,9.68,164.78,305.44,222.84,17.95,"183,824,399","166,023,843"
A017890,한국알콜,12,2017,Annual,7.90,15.29,8.30,159.15,192.77,151.31,10.06,"207,028,807","189,836,016"
A017890,한국알콜,12,2018,Annual,9.62,18.66,11.64,269.26,301.10,222.61,13.02,"249,918,169","220,830,340"
A017890,한국알콜,12,2019,Annual,9.74,20.84,13.21,293.46,302.61,216.51,13.62,"240,070,314","208,368,305"
A017890,한국알콜,12,2020,Annual,13.59,24.45,17.09,468.75,480.13,372.64,17.50,"296,324,599","245,685,933"
A017890,한국알콜,12,2021,Annual,9.32,15.81,10.98,394.95,410.09,335.10,11.40,"388,461,229","345,795,761"
A017890,한국알콜,12,2022,Annual,2.58,7.25,2.41,82.01,115.96,87.75,3.41,"367,592,205","358,732,282"
A036890,진성티이씨,12,2011,Annual,7.84,17.09,10.65,237.54,223.62,174.78,10.03,"178,383,974","159,380,794"
A036890,진성티이씨,12,2012,Annual,3.53,14.72,7.11,135.60,82.84,67.43,4.34,"171,744,049","159,540,289"
A036890,진성티이씨,12,2013,Annual,2.35,14.35,6.23,99.23,48.64,37.36,3.06,"159,200,725","149,277,342"
A036890,진성티이씨,12,2014,Annual,5.66,16.57,9.10,163.87,124.27,101.93,6.90,"180,173,009","163,786,053"
A036890,진성티이씨,12,2015,Annual,8.61,17.90,10.46,183.32,192.69,151.01,10.99,"180,774,307","161,873,714"
A036890,진성티이씨,12,2016,Annual,3.92,13.28,4.70,67.19,72.53,55.97,5.08,"156,173,936","148,829,998"
A036890,진성티이씨,12,2017,Annual,3.88,14.40,6.80,131.03,96.89,74.63,5.03,"216,477,731","201,748,940"
A036890,진성티이씨,12,2018,Annual,6.39,11.25,7.44,195.78,210.22,168.04,7.99,"295,680,054","273,672,173"
A036890,진성티이씨,12,2019,Annual,6.88,12.77,7.84,193.52,216.87,169.63,8.79,"277,312,154","255,557,972"
A036890,진성티이씨,12,2020,Annual,5.09,11.34,5.28,94.59,116.85,91.22,6.52,"201,571,072","190,937,896"
A036890,진성티이씨,12,2021,Annual,3.19,9.07,4.36,127.06,124.15,93.17,4.26,"327,838,610","313,555,121"
A036890,진성티이씨,12,2022,Annual,11.73,17.47,13.59,434.11,484.48,374.62,15.17,"358,999,116","310,199,939"
A084990,헬릭스미스,12,2011,Annual,-265.94,80.95,-80.24,-48.70,-161.39,-161.39,-265.94,"3,805,288","6,858,708"
A084990,헬릭스미스,12,2012,Annual,-119.23,79.85,-43.10,-24.92,-68.95,-68.95,-119.23,"3,888,131","5,563,781"
A084990,헬릭스미스,12,2013,Annual,4.62,91.33,6.59,5.39,3.79,3.78,4.63,"5,745,712","5,367,047"
A084990,헬릭스미스,12,2014,Annual,2.58,90.50,4.02,3.47,2.23,2.23,2.58,"6,138,023","5,891,561"
A084990,헬릭스미스,12,2015,Annual,3.34,91.70,13.94,15.11,4.47,3.62,4.12,"7,695,186","6,622,731"
A084990,헬릭스미스,12,2016,Annual,-10.44,38.21,-28.97,-26.30,-9.48,-9.48,-10.44,"6,844,032","8,826,994"
A084990,헬릭스미스,12,2017,Annual,-205.70,81.96,-219.80,-87.00,-81.42,-81.42,-205.70,"3,157,909","10,099,066"
A084990,헬릭스미스,12,2018,Annual,-899.96,80.81,-443.35,-177.11,-359.52,-359.52,-899.96,"3,187,119","17,317,273"
A084990,헬릭스미스,12,2019,Annual,"-2,405.40",64.68,-819.13,-390.55,"-1,146.86","-1,146.86","-2,405.40","4,454,516","40,942,604"
A084990,헬릭스미스,12,2020,Annual,"-1,929.06",64.25,"-1,296.90",-400.68,-595.99,-595.99,"-1,929.06","4,300,705","60,076,646"
A084990,헬릭스미스,12,2021,Annual,"-1,921.90",28.93,"-1,653.57",-271.40,-315.44,-315.44,"-1,921.90","2,811,998","49,310,419"
A084990,헬릭스미스,12,2022,Annual,-902.74,48.41,"-1,075.64",-265.31,-222.66,-222.66,-902.74,"4,620,116","54,316,011"
A109610,에스와이,12,2011,Annual,2.18,6.25,3.64,166.94,122.55,100.11,2.67,"91,715,866","88,377,158"
A109610,에스와이,12,2012,Annual,1.67,6.26,2.80,132.33,99.31,79.21,2.10,"94,597,220","91,950,545"
A109610,에스와이,12,2013,Annual,3.38,6.69,3.02,176.76,242.11,197.86,4.14,"117,035,937","113,500,766"
A109610,에스와이,12,2014,Annual,1.35,7.59,2.82,N/A(IFRS),N/A(IFRS),N/A(IFRS),1.56,"151,337,572","147,071,923"
A109610,에스와이,12,2015,Annual,3.82,10.72,6.03,391.56,328.14,247.82,5.05,"165,623,552","155,638,850"
A109610,에스와이,12,2016,Annual,1.08,8.60,3.57,141.45,66.25,42.95,1.67,"181,798,357","175,309,536"
A109610,에스와이,12,2017,Annual,0.67,7.76,2.40,78.93,61.02,21.93,1.85,"298,641,671","291,488,840"
A109610,에스와이,12,2018,Annual,1.23,8.08,1.94,54.30,44.80,34.41,1.60,"343,028,329","336,369,346"
A109610,에스와이,12,2019,Annual,-6.30,4.94,-3.91,-92.50,-181.81,-148.96,-7.69,"294,915,037","306,454,668"
A109610,에스와이,12,2020,Annual,-12.21,7.08,-0.35,-4.39,-154.36,-152.91,-12.32,"224,937,478","225,725,627"
A109610,에스와이,12,2021,Annual,2.25,10.41,3.39,45.20,34.08,29.95,2.55,"319,394,002","308,572,069"
A109610,에스와이,12,2022,Annual,0.61,8.28,0.98,16.10,20.23,10.07,1.23,"401,437,368","397,499,104"
A096240,크레버스,12,2011,Annual,10.13,100.00,12.25,378.18,423.99,312.70,13.73,"95,923,480","84,174,383"
A096240,크레버스,12,2012,Annual,9.75,100.00,14.54,419.41,368.18,281.15,12.77,"89,607,117","76,577,072"
A096240,크레버스,12,2013,Annual,10.81,100.00,13.45,366.81,366.49,294.92,13.43,"84,756,055","73,360,116"
A096240,크레버스,12,2014,Annual,2.54,100.00,6.77,174.73,78.43,65.47,3.04,"80,162,154","74,733,616"
A096240,크레버스,12,2015,Annual,-3.78,100.00,-1.67,-40.42,-92.16,-91.17,-3.82,"75,049,006","76,305,780"
A096240,크레버스,12,2016,Annual,-24.11,100.00,-7.60,-165.83,-541.50,-526.12,-24.81,"71,583,840","77,022,642"
A096240,크레버스,12,2017,Annual,6.61,100.00,7.59,159.32,123.97,138.64,5.91,"73,090,572","67,539,976"
A096240,크레버스,12,2018,Annual,8.59,100.00,11.16,230.44,183.27,177.38,8.88,"75,944,381","67,468,082"
A096240,크레버스,12,2019,Annual,8.19,100.00,15.21,346.21,223.75,186.53,9.83,"87,349,230","74,064,128"
A096240,크레버스,12,2020,Annual,8.49,100.00,16.54,397.43,344.60,203.87,14.35,"92,180,605","76,929,910"
A096240,크레버스,12,2021,Annual,15.97,100.00,20.50,588.86,586.50,458.67,20.42,"110,560,705","87,890,451"
A096240,크레버스,12,2022,Annual,7.66,100.00,12.62,494.19,428.83,299.99,10.95,"190,615,289","166,561,718"
A091580,상신이디피,12,2011,Annual,4.32,13.60,7.14,157.93,121.32,95.48,5.49,"104,677,854","97,201,199"
A091580,상신이디피,12,2012,Annual,2.10,12.13,4.94,80.54,51.52,34.24,3.16,"92,063,349","87,514,599"
A091580,상신이디피,12,2013,Annual,4.60,14.88,7.35,120.85,95.47,75.70,5.81,"92,871,266","86,046,015"
A091580,상신이디피,12,2014,Annual,3.62,14.53,4.87,65.19,59.42,48.45,4.44,"75,538,748","71,856,876"
A091580,상신이디피,12,2015,Annual,-3.27,8.45,-2.60,-26.91,-35.18,-33.85,-3.40,"58,466,420","59,986,232"
A091580,상신이디피,12,2016,Annual,2.53,11.94,2.66,27.99,31.34,26.55,2.98,"59,372,839","57,792,135"
A091580,상신이디피,12,2017,Annual,1.47,13.93,6.01,72.93,20.74,17.91,1.71,"68,576,416","64,457,678"
A091580,상신이디피,12,2018,Annual,7.14,15.86,9.42,163.32,155.93,123.80,8.99,"103,857,460","94,074,700"
A091580,상신이디피,12,2019,Annual,0.70,10.32,1.86,26.06,31.80,9.85,2.27,"88,888,770","87,238,302"
A091580,상신이디피,12,2020,Annual,0.41,16.41,8.97,136.88,35.72,6.29,2.34,"98,320,488","89,505,349"
A091580,상신이디피,12,2021,Annual,11.25,19.73,11.81,202.83,259.85,193.17,15.13,"115,237,902","101,625,161"
A091580,상신이디피,12,2022,Annual,14.94,26.34,16.79,283.05,308.30,251.78,18.29,"116,331,130","96,793,950"
A432430,와이랩,12,2011,Annual,,,,,,,,,
A432430,와이랩,12,2012,Annual,,,,,,,,,
A432430,와이랩,12,2013,Annual,,,,,,,,,
A432430,와이랩,12,2014,Annual,,,,,,,,,
A432430,와이랩,12,2015,Annual,,,,,,,,,
A432430,와이랩,12,2016,Annual,,,,,,,,,
A432430,와이랩,12,2017,Annual,,,,,,,,,
A432430,와이랩,12,2018,Annual,,,,,,,,,
A432430,와이랩,12,2019,Annual,,,,,,,,,
A432430,와이랩,12,2020,Annual,-68.00,2.27,-61.39,,,,-87.34,"4,503,213","7,267,587"
A432430,와이랩,12,2021,Annual,2.90,15.72,-4.50,-19.10,13.02,12.31,3.07,"21,052,716","22,000,143"
A432430,와이랩,12,2022,Annual,-1.19,13.33,-2.55,-10.96,-9.52,-5.12,-2.22,"27,047,166","27,737,265"
A042370,비츠로테크,3,2011,Annual,2.83,12.38,1.39,17.47,29.56,35.57,2.35,"84,750,368","83,572,715"
A042370,비츠로테크,3,2012,Annual,3.59,13.28,1.59,20.16,36.13,45.50,2.85,"85,361,499","84,002,557"
A042370,비츠로테크,3,2013,Annual,2.22,13.32,1.92,27.92,32.97,32.20,2.27,"97,884,650","96,002,874"
A042370,비츠로테크,6,2014,Annual,1.82,16.46,2.64,8.55,5.88,5.88,1.82,"21,811,477","21,235,294"
A042370,비츠로테크,6,2015,Annual,1.86,11.39,0.86,15.24,33.12,33.12,1.86,"119,884,799","118,857,357"
A042370,비츠로테크,6,2016,Annual,-7.06,8.35,-6.91,-105.81,-118.34,-108.19,-7.73,"103,230,046","110,362,151"
