Symbol,Name,결산월,회계년,주기,총자산회전율(회),매출채권회전율,매출액(천원),매출채권(천원),재고자산회전율,매출액(천원),재고자산(천원),총부채회전율(회),총자본회전율(회),자본금회전율(회),총자산(천원),매출원가(천원)
A405920,나라셀라,12,2016,Annual,1.38,,"30,338,116","5,335,319",,"30,338,116","9,872,471",1.58,10.77,3.13,"19,930,053","14,667,410"
A405920,나라셀라,12,2017,Annual,1.65,,"34,476,294","6,255,768",,"34,476,294","9,732,073",2.03,8.71,1.70,"21,911,388","14,940,001"
A405920,나라셀라,12,2018,Annual,1.70,,"40,039,514","7,366,063",,"40,039,514","11,560,230",2.50,5.30,1.82,"25,264,841","17,240,082"
A405920,나라셀라,12,2019,Annual,1.67,,"46,900,215","8,799,902",,"46,900,215","14,021,510",2.60,4.68,2.13,"30,783,254","20,694,711"
A405920,나라셀라,12,2020,Annual,1.55,,"59,479,714","11,310,231",,"59,479,714","19,745,220",2.41,4.35,2.71,"46,018,468","28,173,602"
A405920,나라셀라,12,2021,Annual,N/A(IFRS),,"88,394,063","14,747,079",,"88,394,063","33,074,357",N/A(IFRS),N/A(IFRS),N/A(IFRS),"91,845,508","42,452,390"
A405920,나라셀라,12,2022,Annual,1.00,,"107,162,502","15,594,052",,"107,162,502","37,644,138",1.49,3.09,4.84,"121,540,091","55,019,183"
A068100,케이웨더,12,2011,Annual,0.77,,"8,462,972","3,263,378",,"8,462,972","238,111",5.06,0.91,2.60,"11,149,664","5,691,123"
A068100,케이웨더,12,2012,Annual,0.93,,"10,065,540","2,828,622",,"10,065,540","477,406",6.16,1.09,3.09,"10,506,820","7,353,344"
A068100,케이웨더,12,2013,Annual,1.29,,"14,201,350","5,599,501",,"14,201,350","161,063",7.47,1.56,4.36,"11,541,395","8,501,888"
A068100,케이웨더,12,2014,Annual,0.86,,"9,034,617","3,767,629",,"9,034,617","171,916",4.76,1.05,2.78,"9,454,937","7,477,426"
A068100,케이웨더,12,2015,Annual,,,,,,,,,,,,
A068100,케이웨더,12,2016,Annual,,,"6,557,377","1,415,100",,"6,557,377","456,633",,,,"7,440,865","5,562,312"
A068100,케이웨더,12,2017,Annual,1.00,,"7,892,235","2,419,004",,"7,892,235","396,270",1.67,2.47,2.42,"8,384,335","5,978,882"
A068100,케이웨더,12,2018,Annual,0.92,,"9,312,836","1,958,231",,"9,312,836","702,532",2.43,1.47,2.49,"11,953,003","6,789,257"
A068100,케이웨더,12,2019,Annual,0.73,,"9,852,869","2,220,045",,"9,852,869","1,313,708",3.53,0.92,2.26,"15,056,043","7,573,518"
A068100,케이웨더,12,2020,Annual,N/A(IFRS),,"11,449,402","1,032,514",,"11,449,402","378,795",N/A(IFRS),N/A(IFRS),N/A(IFRS),"14,254,184","8,375,418"
A068100,케이웨더,12,2021,Annual,0.75,,"11,450,025","1,080,083",,"11,450,025","1,884,621",1.10,2.31,2.75,"16,392,789","6,525,143"
A068100,케이웨더,12,2022,Annual,1.07,,"17,066,233","912,528",,"17,066,233","1,114,044",2.04,2.25,3.94,"15,516,877","12,025,137"
A014190,원익큐브,12,2011,Annual,1.83,,"202,868,161","45,034,524",,"202,868,161","15,416,967",2.75,5.52,23.44,"119,282,195","184,432,355"
A014190,원익큐브,12,2012,Annual,1.78,,"199,940,500","38,162,359",,"199,940,500","12,321,196",2.98,4.40,21.13,"105,812,786","182,686,832"
A014190,원익큐브,12,2013,Annual,1.52,,"174,939,209","32,403,794",,"174,939,209","11,447,538",3.86,2.51,14.64,"124,413,643","158,243,422"
A014190,원익큐브,12,2014,Annual,1.46,,"159,301,235","34,697,090",,"159,301,235","15,500,314",4.69,2.13,11.63,"93,069,453","142,461,870"
A014190,원익큐브,12,2015,Annual,1.81,,"175,615,164","41,187,981",,"175,615,164","17,229,399",5.19,2.77,12.82,"101,488,820","159,941,135"
A014190,원익큐브,12,2016,Annual,1.91,,"205,995,823","47,924,401",,"205,995,823","18,176,288",5.00,3.10,15.04,"114,043,365","186,419,695"
A014190,원익큐브,12,2017,Annual,1.96,,"237,077,272","47,779,755",,"237,077,272","24,040,985",4.98,3.22,15.10,"128,447,586","215,271,130"
A014190,원익큐브,12,2018,Annual,1.70,,"216,706,381","40,842,719",,"216,706,381","23,639,434",4.34,2.79,12.24,"126,618,642","200,630,245"
A014190,원익큐브,12,2019,Annual,1.49,,"199,362,469","46,125,779",,"199,362,469","22,712,146",3.59,2.53,11.26,"141,856,755","185,279,443"
A014190,원익큐브,12,2020,Annual,1.43,,"192,316,296","38,503,084",,"192,316,296","19,475,362",3.74,2.33,10.87,"126,338,310","172,422,413"
A014190,원익큐브,12,2021,Annual,1.87,,"253,677,798","44,690,782",,"253,677,798","29,003,512",5.45,2.84,14.33,"145,518,479","222,105,224"
A014190,원익큐브,12,2022,Annual,1.73,,"242,718,580","44,128,701",,"242,718,580","29,353,527",5.53,2.52,13.71,"135,166,193","222,149,100"
A037350,성도이엔지,12,2011,Annual,0.88,,"148,943,743","20,762,706",,"148,943,743",0,2.07,1.54,19.86,"159,868,517","129,849,979"
A037350,성도이엔지,12,2012,Annual,0.94,,"159,605,371","21,330,116",,"159,605,371",0,2.40,1.56,21.28,"178,102,991","144,294,838"
A037350,성도이엔지,12,2013,Annual,0.95,,"178,650,112","34,360,190",,"178,650,112",0,2.26,1.63,23.82,"199,149,787","159,941,502"
A037350,성도이엔지,12,2014,Annual,0.76,,"149,705,283","25,028,359",,"149,705,283",0,1.98,1.22,19.75,"197,136,831","138,033,744"
A037350,성도이엔지,12,2015,Annual,0.56,,"112,275,886","27,479,844",,"112,275,886",0,1.69,0.85,14.63,"200,735,440","103,624,695"
A037350,성도이엔지,12,2016,Annual,1.05,,"236,676,164","75,750,162",,"236,676,164",0,2.75,1.69,30.75,"251,528,472","214,743,986"
A037350,성도이엔지,12,2017,Annual,1.17,,"312,491,938","82,116,643",,"312,491,938",0,2.79,2.01,40.47,"283,354,128","286,564,804"
A037350,성도이엔지,12,2018,Annual,1.33,,"402,401,506","66,470,901",,"402,401,506","14,868,639",2.94,2.41,52.02,"323,859,413","370,346,875"
A037350,성도이엔지,12,2019,Annual,1.46,,"496,579,444","54,006,794",,"496,579,444","1,475,494",2.44,3.61,64.20,"357,648,351","465,089,317"
A037350,성도이엔지,12,2020,Annual,1.02,,"339,389,862","34,544,720",,"339,389,862","307,499",1.78,2.41,43.88,"305,379,828","335,357,877"
A037350,성도이엔지,12,2021,Annual,1.31,,"418,118,717","62,641,695",,"418,118,717","10,550",3.10,2.28,54.06,"331,014,460","388,986,717"
A037350,성도이엔지,12,2022,Annual,1.68,,"589,697,320","84,376,489",,"589,697,320",0,3.81,3.01,76.24,"370,782,295","570,713,416"
A007680,대원,12,2011,Annual,0.75,,"303,596,221","92,574,268",,"303,596,221","53,964,145",1.31,1.76,60.72,"414,773,008","261,374,272"
A007680,대원,12,2012,Annual,0.62,,"282,436,593","82,357,927",,"282,436,593","71,812,247",1.07,1.46,56.49,"501,157,541","266,649,777"
A007680,대원,12,2013,Annual,0.48,,"256,239,059","108,962,227",,"256,239,059","97,841,967",0.77,1.28,51.25,"569,577,276","237,808,470"
A007680,대원,12,2014,Annual,0.54,,"298,595,447","81,141,828",,"298,595,447","91,282,184",0.83,1.56,59.72,"529,019,205","297,203,736"
A007680,대원,12,2015,Annual,N/A(IFRS),,"246,489,786","19,036,136",,"246,489,786","83,805,055",N/A(IFRS),N/A(IFRS),N/A(IFRS),"340,315,877","231,592,155"
A007680,대원,12,2016,Annual,0.64,,"226,695,965","41,461,150",,"226,695,965","71,219,690",1.33,1.24,45.34,"368,104,611","198,897,292"
A007680,대원,12,2017,Annual,0.69,,"260,757,969","24,346,653",,"260,757,969","86,781,748",1.64,1.18,49.55,"392,648,564","222,688,528"
A007680,대원,12,2018,Annual,0.79,,"319,582,129","34,662,135",,"319,582,129","51,270,551",2.13,1.26,57.84,"413,728,301","275,216,404"
A007680,대원,12,2019,Annual,0.37,,"153,482,069","36,955,004",,"153,482,069","19,200,005",1.04,0.57,27.75,"424,534,266","128,449,750"
A007680,대원,12,2020,Annual,0.34,,"146,057,601","19,585,629",,"146,057,601","116,807,196",0.93,0.53,25.35,"445,406,217","114,386,573"
A007680,대원,12,2021,Annual,0.56,,"259,286,525","31,170,175",,"259,286,525","152,335,115",1.60,0.87,40.81,"473,429,157","209,440,088"
A007680,대원,12,2022,Annual,0.70,,"337,318,877","41,075,744",,"337,318,877","124,541,073",2.11,1.05,50.17,"490,777,928","290,363,682"
A013720,CBI,12,2011,Annual,0.93,,"24,608,757","4,605,950",,"24,608,757","2,300,146",1.75,1.96,8.15,"27,073,853","20,022,110"
A013720,CBI,12,2012,Annual,0.80,,"23,868,179","4,309,866",,"23,868,179","2,748,369",1.58,1.63,7.90,"32,395,188","20,037,588"
A013720,CBI,12,2013,Annual,0.72,,"24,739,339","3,835,135",,"24,739,339","2,741,395",1.36,1.55,8.19,"35,864,797","21,316,699"
A013720,CBI,12,2014,Annual,0.69,,"24,528,650","4,293,703",,"24,528,650","2,987,673",1.28,1.50,8.12,"35,363,106","21,052,349"
A013720,CBI,12,2015,Annual,0.59,,"21,074,349","3,562,501",,"21,074,349","3,192,359",1.17,1.21,6.50,"35,600,864","18,180,354"
A013720,CBI,12,2016,Annual,0.58,,"20,910,203","4,552,472",,"20,910,203","3,963,251",1.24,1.08,5.68,"36,673,767","18,262,630"
A013720,CBI,12,2017,Annual,0.63,,"22,205,941","4,300,011",,"22,205,941","4,140,554",1.48,1.09,5.56,"34,101,559","19,976,760"
A013720,CBI,12,2018,Annual,0.62,,"21,818,976","4,042,268",,"21,818,976","4,811,364",1.55,1.04,5.34,"35,918,272","19,196,907"
A013720,CBI,12,2019,Annual,0.58,,"22,117,497","3,149,665",,"22,117,497","5,516,879",1.32,1.02,5.41,"40,883,528","19,418,461"
A013720,CBI,12,2020,Annual,0.39,,"16,710,125","4,254,485",,"16,710,125","4,980,159",0.77,0.80,4.09,"44,319,089","17,160,208"
A013720,CBI,12,2021,Annual,0.38,,"22,855,752","5,047,564",,"22,855,752","3,382,796",0.66,0.90,4.73,"76,078,912","20,601,863"
A013720,CBI,12,2022,Annual,0.46,,"33,629,459","7,868,269",,"33,629,459","3,239,195",0.91,0.91,1.91,"71,592,595","24,420,149"
A147760,피엠티,12,2011,Annual,1.25,,"33,130,296","357,740",,"33,130,296","11,735,802",2.95,2.16,8.03,"26,171,815","28,366,440"
A147760,피엠티,12,2012,Annual,0.58,,"13,838,513","1,202,300",,"13,838,513","13,343,365",1.07,1.25,3.35,"21,848,532","20,160,339"
A147760,피엠티,12,2013,Annual,N/A(IFRS),,"49,706,873","2,387,133",,"49,706,873","10,145,543",N/A(IFRS),N/A(IFRS),N/A(IFRS),"27,025,174","40,119,209"
A147760,피엠티,12,2014,Annual,1.79,,"53,435,093","457,915",,"53,435,093","9,767,123",1.98,18.32,16.84,"32,755,698","40,855,127"
A147760,피엠티,12,2015,Annual,1.07,,"36,554,673","2,095,196",,"36,554,673","12,438,731",2.95,1.69,8.65,"35,269,074","29,270,326"
A147760,피엠티,12,2016,Annual,0.99,,"44,775,162","1,190,146",,"44,775,162","14,782,474",3.51,1.38,9.38,"55,246,728","34,324,718"
A147760,피엠티,12,2017,Annual,0.90,,"50,189,558","1,484,194",,"50,189,558","18,326,137",4.75,1.11,9.35,"56,111,035","37,953,300"
A147760,피엠티,12,2018,Annual,0.69,,"40,562,200","2,841,654",,"40,562,200","14,888,937",3.42,0.86,7.50,"61,725,040","37,310,913"
A147760,피엠티,12,2019,Annual,0.61,,"36,672,298","4,179,333",,"36,672,298","11,609,588",2.24,0.84,6.78,"58,240,307","32,597,459"
A147760,피엠티,12,2020,Annual,0.82,,"51,025,387","5,214,276",,"51,025,387","9,432,829",2.88,1.15,9.43,"66,137,581","39,838,804"
A147760,피엠티,12,2021,Annual,0.89,,"60,501,219","2,369,489",,"60,501,219","11,877,795",3.69,1.17,11.18,"70,123,223","43,302,209"
A147760,피엠티,12,2022,Annual,0.58,,"38,244,471","1,925,794",,"38,244,471","10,329,472",3.14,0.71,7.07,"61,530,014","36,729,752"
A099390,브레인즈컴퍼니,12,2011,Annual,,,,,,,,,,,,
A099390,브레인즈컴퍼니,12,2012,Annual,,,,,,,,,,,,
A099390,브레인즈컴퍼니,12,2013,Annual,,,"9,257,773","3,793,716",,"9,257,773","91,622",,,,"10,653,750","2,687,238"
A099390,브레인즈컴퍼니,12,2014,Annual,0.78,,"8,755,291","3,148,453",,"8,755,291","134,558",5.93,0.89,5.30,"11,913,296","2,672,989"
A099390,브레인즈컴퍼니,12,2015,Annual,0.72,,"9,095,248","3,130,692",,"9,095,248","77,036",5.68,0.82,5.50,"13,437,679","2,918,724"
A099390,브레인즈컴퍼니,12,2016,Annual,0.84,,"12,283,749","2,237,036",,"12,283,749","72,864",6.60,0.96,7.43,"15,780,675","3,698,052"
A099390,브레인즈컴퍼니,12,2017,Annual,0.65,,"10,865,407","2,748,021",,"10,865,407","155,366",5.86,0.74,6.57,"17,423,922","2,769,418"
A099390,브레인즈컴퍼니,12,2018,Annual,0.64,,"11,901,352","2,638,039",,"11,901,352","130,105",5.45,0.72,7.20,"19,883,573","3,117,205"
A099390,브레인즈컴퍼니,12,2019,Annual,N/A(IFRS),,"11,418,852","2,442,518",,"11,418,852","18,245",N/A(IFRS),N/A(IFRS),N/A(IFRS),"24,247,119","2,544,708"
A099390,브레인즈컴퍼니,12,2020,Annual,0.57,,"14,829,409","4,300,880",,"14,829,409","13,912",3.67,0.67,8.73,"28,069,104","4,869,207"
A099390,브레인즈컴퍼니,12,2021,Annual,0.49,,"17,691,442","4,549,201",,"17,691,442","11,788",4.12,0.55,9.32,"44,841,720","5,499,854"
A099390,브레인즈컴퍼니,12,2022,Annual,0.40,,"18,252,938","4,383,588",,"18,252,938","10,308",4.29,0.44,5.93,"47,240,090","5,822,555"
A017510,세명전기,12,2011,Annual,0.32,,"19,424,320","792,282",,"19,424,320","2,350,792",1.66,0.40,2.55,"61,619,603","14,667,935"
A017510,세명전기,12,2012,Annual,0.29,,"18,666,395","981,428",,"18,666,395","2,073,445",1.51,0.37,2.45,"65,202,865","14,943,885"
A017510,세명전기,12,2013,Annual,0.34,,"22,852,094","3,040,690",,"22,852,094","2,915,699",1.95,0.42,3.00,"67,472,162","15,718,530"
A017510,세명전기,12,2014,Annual,0.29,,"19,729,642","2,004,762",,"19,729,642","2,520,280",1.93,0.35,2.59,"67,300,365","14,278,789"
A017510,세명전기,12,2015,Annual,0.29,,"20,084,613","743,021",,"20,084,613","3,262,911",2.05,0.34,2.63,"71,392,723","13,339,506"
A017510,세명전기,12,2016,Annual,0.23,,"16,636,027","1,010,106",,"16,636,027","3,292,696",1.69,0.27,2.18,"73,132,094","11,859,053"
A017510,세명전기,12,2017,Annual,0.28,,"20,871,761","1,080,316",,"20,871,761","3,505,289",2.15,0.32,2.74,"75,482,769","15,295,812"
A017510,세명전기,12,2018,Annual,0.25,,"19,017,116","1,474,944",,"19,017,116","6,157,891",1.95,0.28,2.49,"79,029,092","13,973,557"
A017510,세명전기,12,2019,Annual,0.23,,"18,453,516","1,815,090",,"18,453,516","6,758,903",1.82,0.26,2.42,"81,806,215","14,935,342"
A017510,세명전기,12,2020,Annual,0.18,,"14,311,512","1,623,593",,"14,311,512","5,305,654",1.51,0.20,1.88,"80,756,414","12,342,374"
A017510,세명전기,12,2021,Annual,0.18,,"15,029,594","494,143",,"15,029,594","4,493,026",1.71,0.21,1.97,"82,642,800","11,401,796"
A017510,세명전기,12,2022,Annual,0.17,,"13,966,162","959,459",,"13,966,162","3,657,411",1.61,0.19,1.83,"82,985,275","10,876,961"
A307870,비투엔,12,2011,Annual,,,,,,,,,,,,
A307870,비투엔,12,2012,Annual,,,,,,,,,,,,
A307870,비투엔,12,2013,Annual,,,,,,,,,,,,
A307870,비투엔,12,2014,Annual,,,,,,,,,,,,
A307870,비투엔,12,2015,Annual,,,,,,,,,,,,
A307870,비투엔,12,2016,Annual,,,,,,,,,,,,
A307870,비투엔,12,2017,Annual,,,,,,,,,,,,
A307870,비투엔,12,2018,Annual,,,,,,,,,,,,
A307870,비투엔,12,2019,Annual,,,"20,918,824","1,924,428",,"20,918,824",0,,,,"10,227,044","14,479,197"
A307870,비투엔,12,2020,Annual,1.53,,"24,867,830","2,509,350",,"24,867,830",0,2.23,4.82,31.08,"22,353,171","17,800,406"
A307870,비투엔,12,2021,Annual,0.99,,"25,775,165","893,729",,"25,775,165",0,1.98,1.99,13.50,"29,476,776","18,711,014"
A307870,비투엔,12,2022,Annual,0.78,,"27,083,000","2,979,594",,"27,083,000",0,1.60,1.53,8.83,"39,690,356","21,142,261"
A285800,진영,12,2011,Annual,0.51,,"7,551,489","1,361,608",,"7,551,489","3,239,257",0.66,2.28,12.59,"15,606,468","5,277,910"
A285800,진영,12,2012,Annual,0.50,,"7,888,700","1,203,655",,"7,888,700","4,178,501",0.65,2.11,11.27,"16,195,647","5,391,680"
A285800,진영,12,2013,Annual,0.61,,"10,055,426","1,641,858",,"10,055,426","4,989,178",0.81,2.47,14.36,"16,763,564","7,174,249"
A285800,진영,12,2014,Annual,0.76,,"13,011,663","2,146,918",,"13,011,663","5,014,031",1.01,3.10,18.59,"17,427,802","10,264,781"
A285800,진영,12,2015,Annual,0.83,,"14,330,493","2,071,905",,"14,330,493","4,479,580",1.11,3.29,20.47,"17,104,636","11,699,078"
A285800,진영,12,2016,Annual,1.01,,"16,278,473","2,424,363",,"16,278,473","3,217,044",1.38,3.68,23.25,"15,290,055","14,324,127"
A285800,진영,12,2017,Annual,1.25,,"19,041,352","2,761,308",,"19,041,352","2,554,448",1.76,4.26,27.20,"15,245,752","16,928,995"
A285800,진영,12,2018,Annual,1.18,,"19,126,404","2,519,176",,"19,126,404","2,346,675",1.68,3.98,27.32,"17,096,373","16,616,084"
A285800,진영,12,2019,Annual,1.20,,"24,027,197","3,599,853",,"24,027,197","3,843,696",1.63,4.51,34.32,"23,015,442","20,085,749"
A285800,진영,12,2020,Annual,N/A(IFRS),,"35,485,158","5,367,932",,"35,485,158","3,407,693",N/A(IFRS),N/A(IFRS),N/A(IFRS),"29,049,580","31,592,418"
A285800,진영,12,2021,Annual,1.76,,"59,264,936","6,900,524",,"59,264,936","3,509,589",2.68,5.13,84.66,"38,183,499","49,590,118"
A285800,진영,12,2022,Annual,1.12,,"48,111,618","6,392,090",,"48,111,618","5,612,254",1.98,2.60,48.77,"47,507,439","37,890,751"
A246960,이노테라피,12,2011,Annual,,,,,,,,,,,,
A246960,이노테라피,12,2012,Annual,,,,,,,,,,,,
A246960,이노테라피,12,2013,Annual,,,,,,,,,,,,
A246960,이노테라피,12,2014,Annual,,,"42,179",0,,"42,179",0,,,,"2,853,024",0
A246960,이노테라피,12,2015,Annual,0.00,,"13,636",0,,"13,636",0,0.00,완전잠식,0.04,"8,111,263","3,350"
A246960,이노테라피,12,2016,Annual,0.01,,"100,541","4,455",,"100,541","70,033",0.01,완전잠식,0.21,"7,034,500","126,210"
A246960,이노테라피,12,2017,Annual,0.03,,"179,878","37,298",,"179,878","150,496",0.17,0.04,0.14,"4,203,938","190,168"
A246960,이노테라피,12,2018,Annual,0.06,,"496,155","167,118",,"496,155","166,334",0.36,0.08,0.24,"11,163,004","314,152"
A246960,이노테라피,12,2019,Annual,0.05,,"663,076","160,992",,"663,076","159,978",0.37,0.05,0.28,"17,058,999","316,329"
A246960,이노테라피,12,2020,Annual,0.03,,"568,191","132,805",,"568,191","147,256",0.18,0.04,0.23,"17,166,780","255,909"
A246960,이노테라피,12,2021,Annual,0.02,,"458,602","84,292",,"458,602","141,443",0.04,0.04,0.18,"31,673,793","322,077"
A246960,이노테라피,12,2022,Annual,0.01,,"325,948","100,280",,"325,948","294,226",0.02,0.03,0.12,"30,632,504","301,102"
A024830,세원물산,12,2011,Annual,0.39,,"96,106,612","26,764,136",,"96,106,612","2,917,007",0.87,0.72,23.02,"260,242,489","82,736,909"
A024830,세원물산,12,2012,Annual,0.39,,"101,642,150","19,665,592",,"101,642,150","3,283,889",0.91,0.68,24.35,"261,082,661","93,653,047"
A024830,세원물산,12,2013,Annual,0.38,,"89,231,061","15,085,254",,"89,231,061","4,670,380",1.26,0.55,21.37,"205,944,350","84,446,065"
A024830,세원물산,12,2014,Annual,0.39,,"82,621,988","12,642,398",,"82,621,988","4,921,580",1.80,0.49,19.79,"222,915,515","79,582,809"
A024830,세원물산,12,2015,Annual,0.41,,"96,551,716","10,678,554",,"96,551,716","5,512,186",1.54,0.55,23.13,"253,851,087","83,607,746"
A024830,세원물산,12,2016,Annual,0.30,,"76,143,049","12,650,377",,"76,143,049","5,851,410",1.12,0.42,18.24,"246,443,449","66,032,458"
A024830,세원물산,12,2017,Annual,0.29,,"71,892,127","13,072,531",,"71,892,127","7,913,960",1.12,0.39,17.22,"252,941,769","59,215,852"
A024830,세원물산,12,2018,Annual,0.35,,"86,850,803","16,285,388",,"86,850,803","19,488,410",1.30,0.48,20.80,"243,011,621","75,188,562"
A024830,세원물산,12,2019,Annual,0.44,,"115,276,852","11,427,730",,"115,276,852","26,697,849",1.42,0.63,27.61,"284,013,793","93,050,329"
A024830,세원물산,12,2020,Annual,0.52,,"156,041,704","15,624,484",,"156,041,704","40,110,764",1.54,0.79,37.38,"314,976,614","129,905,562"
A024830,세원물산,12,2021,Annual,0.68,,"210,094,467","16,834,007",,"210,094,467","21,434,271",2.40,0.95,50.32,"300,993,251","181,591,570"
A024830,세원물산,12,2022,Annual,0.56,,"171,133,635","14,272,442",,"171,133,635","37,973,252",2.54,0.72,40.99,"310,570,285","139,871,040"
A068330,일신바이오,12,2011,Annual,0.36,,"9,004,580","2,448,135",,"9,004,580","5,019,862",1.55,0.46,2.45,"27,180,638","5,782,234"
A068330,일신바이오,12,2012,Annual,0.45,,"12,209,754","2,493,460",,"12,209,754","5,021,643",1.78,0.59,3.17,"27,647,753","7,573,003"
A068330,일신바이오,12,2013,Annual,0.35,,"9,522,253","2,820,095",,"9,522,253","5,753,932",1.78,0.44,2.25,"26,654,582","5,393,441"
A068330,일신바이오,12,2014,Annual,0.42,,"11,504,985","3,060,287",,"11,504,985","6,067,071",2.88,0.50,2.60,"27,801,053","6,812,043"
A068330,일신바이오,12,2015,Annual,0.44,,"12,545,793","5,279,363",,"12,545,793","6,644,350",2.89,0.52,2.84,"29,253,670","6,908,654"
A068330,일신바이오,12,2016,Annual,0.39,,"13,048,288","5,467,973",,"13,048,288","5,819,742",2.70,0.46,2.95,"37,267,811","7,039,023"
A068330,일신바이오,12,2017,Annual,0.33,,"12,570,335","3,753,765",,"12,570,335","6,841,981",3.15,0.37,2.84,"38,131,265","6,728,837"
A068330,일신바이오,12,2018,Annual,0.39,,"15,115,149","3,514,671",,"15,115,149","6,736,283",3.93,0.43,3.42,"39,453,976","8,458,447"
A068330,일신바이오,12,2019,Annual,0.46,,"19,635,658","3,815,681",,"19,635,658","7,339,779",3.77,0.53,4.44,"45,626,018","8,762,897"
A068330,일신바이오,12,2020,Annual,0.44,,"21,035,418","4,487,528",,"21,035,418","7,159,284",3.72,0.50,4.76,"49,548,220","10,664,560"
A068330,일신바이오,12,2021,Annual,0.46,,"24,378,935","4,034,106",,"24,378,935","8,096,441",4.23,0.52,5.51,"56,438,986","11,721,740"
A068330,일신바이오,12,2022,Annual,0.36,,"20,433,367","3,881,737",,"20,433,367","9,082,376",3.72,0.39,4.62,"58,451,094","9,922,954"
A389030,지니너스,12,2011,Annual,,,,,,,,,,,,
A389030,지니너스,12,2012,Annual,,,,,,,,,,,,
A389030,지니너스,12,2013,Annual,,,,,,,,,,,,
A389030,지니너스,12,2014,Annual,,,,,,,,,,,,
A389030,지니너스,12,2015,Annual,,,,,,,,,,,,
A389030,지니너스,12,2016,Annual,,,,,,,,,,,,
A389030,지니너스,12,2017,Annual,,,,,,,,,,,,
A389030,지니너스,12,2018,Annual,,,,,,,,,,,,
A389030,지니너스,12,2019,Annual,,,"1,375,730","16,320",,"1,375,730","636,620",,,,"12,983,584","1,642,091"
A389030,지니너스,12,2020,Annual,0.17,,"3,794,450","355,151",,"3,794,450","1,257,576",0.13,완전잠식,2.37,"30,516,862","2,420,679"
A389030,지니너스,12,2021,Annual,0.18,,"8,134,300","297,784",,"8,134,300","4,291,664",0.34,0.40,2.01,"58,061,632","7,108,692"
A389030,지니너스,12,2022,Annual,0.19,,"10,083,387","2,820,888",,"10,083,387","2,785,834",2.31,0.21,0.93,"45,829,771","9,234,213"
A099520,ITX-AI,12,2011,Annual,0.97,,"43,188,579","9,598,039",,"43,188,579","9,515,956",1.88,2.01,12.46,"46,520,204","32,548,952"
A099520,ITX-AI,12,2012,Annual,0.93,,"45,167,478","9,283,325",,"45,167,478","14,561,492",1.76,1.97,12.34,"50,614,189","32,155,504"
A099520,ITX-AI,12,2013,Annual,1.54,,"82,584,633","8,099,119",,"82,584,633","19,214,441",3.58,2.71,16.25,"56,459,310","65,057,837"
A099520,ITX-AI,12,2014,Annual,1.27,,"67,453,006","5,426,491",,"67,453,006","12,914,971",3.80,1.91,10.45,"49,546,449","54,886,281"
A099520,ITX-AI,12,2015,Annual,0.78,,"35,491,021","5,273,416",,"35,491,021","5,592,552",1.98,1.28,5.20,"41,600,895","33,491,166"
A099520,ITX-AI,12,2016,Annual,0.73,,"24,517,261","2,153,171",,"24,517,261","5,476,180",1.55,1.38,3.47,"25,572,865","18,848,111"
A099520,ITX-AI,12,2017,Annual,1.16,,"31,094,349","5,656,554",,"31,094,349","7,666,687",2.83,1.97,4.07,"27,909,280","22,775,542"
A099520,ITX-AI,12,2018,Annual,1.14,,"27,666,210","2,319,552",,"27,666,210","6,874,355",3.35,1.73,3.36,"20,596,414","22,984,841"
A099520,ITX-AI,12,2019,Annual,1.46,,"30,858,558","3,387,895",,"30,858,558","7,227,720",3.50,2.51,3.75,"21,640,097","26,390,503"
A099520,ITX-AI,12,2020,Annual,0.91,,"29,963,103","3,558,795",,"29,963,103","7,041,782",1.60,2.08,2.62,"44,575,054","23,868,767"
A099520,ITX-AI,12,2021,Annual,0.78,,"27,030,725","5,494,662",,"27,030,725","7,457,385",1.31,1.91,1.84,"25,090,016","20,377,652"
A099520,ITX-AI,12,2022,Annual,1.05,,"25,400,172","7,606,497",,"25,400,172","4,573,729",2.58,1.77,1.88,"23,289,012","15,762,076"
A049120,파인디앤씨,12,2011,Annual,1.09,,"116,903,740","13,705,596",,"116,903,740","5,817,938",2.27,2.12,19.70,"101,982,115","116,893,206"
A049120,파인디앤씨,12,2012,Annual,0.61,,"57,968,864","3,913,807",,"57,968,864","5,977,372",1.29,1.15,9.77,"89,376,820","56,838,147"
A049120,파인디앤씨,12,2013,Annual,0.54,,"42,518,029","4,335,184",,"42,518,029","4,368,309",1.09,1.06,5.75,"69,105,443","41,242,356"
A049120,파인디앤씨,12,2014,Annual,0.74,,"49,952,921","7,305,934",,"49,952,921","5,538,775",1.51,1.44,5.51,"66,542,352","42,027,837"
A049120,파인디앤씨,12,2015,Annual,0.91,,"55,477,255","6,044,412",,"55,477,255","3,552,750",2.31,1.50,5.98,"55,704,888","38,492,805"
A049120,파인디앤씨,12,2016,Annual,0.82,,"57,180,845","13,232,378",,"57,180,845","6,005,526",2.00,1.39,6.13,"83,399,745","44,427,004"
A049120,파인디앤씨,12,2017,Annual,0.71,,"60,306,603","19,155,798",,"60,306,603","7,235,255",1.44,1.40,5.89,"86,496,197","49,121,841"
A049120,파인디앤씨,12,2018,Annual,0.69,,"58,500,272","16,600,508",,"58,500,272","3,761,115",1.39,1.38,4.98,"82,235,423","50,732,311"
