Symbol,Name,결산월,회계년,주기,현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%)
A051910,LG화학,12,2014,Annual,34.85,67.91,8.94,16.82
A051910,LG화학,12,2015,Annual,42.50,86.16,11.92,18.99
A051910,LG화학,12,2016,Annual,43.96,94.35,12.67,19.28
A051910,LG화학,12,2017,Annual,44.22,112.79,13.03,22.03
A051910,LG화학,12,2018,Annual,29.13,70.76,10.50,17.59
A051910,LG화학,12,2019,Annual,15.35,31.59,7.93,12.50
A051910,LG화학,12,2020,Annual,14.39,30.36,9.39,15.61
A051910,LG화학,12,2021,Annual,25.77,52.19,15.28,31.00
A051910,LG화학,12,2022,Annual,17.94,34.11,10.28,17.27
A028260,삼성물산,12,2011,Annual,16.56,244.45,13.28,8.81
A028260,삼성물산,12,2012,Annual,5.67,26.59,5.21,3.72
A028260,삼성물산,12,2013,Annual,3.88,8.92,4.48,3.73
A028260,삼성물산,12,2014,Annual,13.58,29.32,11.69,12.99
A028260,삼성물산,12,2015,Annual,21.42,63.70,22.69,25.66
A028260,삼성물산,12,2016,Annual,2.56,8.16,2.16,3.08
A028260,삼성물산,12,2017,Annual,4.74,17.01,3.82,4.84
A028260,삼성물산,12,2018,Annual,9.95,41.25,6.98,9.12
A028260,삼성물산,12,2019,Annual,8.22,37.89,5.22,6.52
A028260,삼성물산,12,2020,Annual,7.78,41.70,5.23,5.30
A028260,삼성물산,12,2021,Annual,9.97,62.72,6.26,6.51
A028260,삼성물산,12,2022,Annual,10.92,55.75,6.19,8.18
A012330,현대모비스,12,2011,Annual,41.89,131.41,12.84,27.27
A012330,현대모비스,12,2012,Annual,36.87,149.90,13.05,26.06
A012330,현대모비스,12,2013,Annual,29.24,144.82,11.65,21.40
A012330,현대모비스,12,2014,Annual,26.07,135.49,11.16,18.03
A012330,현대모비스,12,2015,Annual,25.76,118.29,9.99,14.69
A012330,현대모비스,12,2016,Annual,29.18,113.14,9.63,13.59
A012330,현대모비스,12,2017,Annual,17.84,71.66,6.48,7.87
A012330,현대모비스,12,2018,Annual,21.04,90.26,7.41,8.67
A012330,현대모비스,12,2019,Annual,23.43,109.14,8.18,9.86
A012330,현대모비스,12,2020,Annual,16.24,75.82,6.51,7.26
A012330,현대모비스,12,2021,Annual,20.38,93.79,7.65,9.29
A012330,현대모비스,12,2022,Annual,20.06,94.59,6.52,9.25
A055550,신한지주,12,2011,Annual,1.35,5.74,17.47,12.53
A055550,신한지주,12,2012,Annual,0.98,4.44,13.33,9.40
A055550,신한지주,12,2013,Annual,0.80,3.82,9.58,7.55
A055550,신한지주,12,2014,Annual,0.81,4.06,10.64,7.93
A055550,신한지주,12,2015,Annual,0.82,4.29,11.46,8.49
A055550,신한지주,12,2016,Annual,0.86,4.58,13.62,9.55
A055550,신한지주,12,2017,Annual,0.84,4.27,13.22,9.69
A055550,신한지주,12,2018,Annual,0.85,4.02,14.52,9.83
A055550,신한지주,12,2019,Annual,0.87,4.01,13.60,10.39
A055550,신한지주,12,2020,Annual,0.78,3.69,14.42,9.48
A055550,신한지주,12,2021,Annual,0.85,4.10,17.16,10.27
A055550,신한지주,12,2022,Annual,0.94,4.53,17.90,11.00
A003670,포스코퓨처엠,12,2011,Annual,68.20,"1,241.94",8.54,35.33
A003670,포스코퓨처엠,12,2012,Annual,56.90,"1,000.42",6.71,23.92
A003670,포스코퓨처엠,12,2013,Annual,44.64,313.13,5.37,16.80
A003670,포스코퓨처엠,12,2014,Annual,45.14,171.15,6.33,17.96
A003670,포스코퓨처엠,12,2015,Annual,25.43,80.54,4.02,9.32
A003670,포스코퓨처엠,12,2016,Annual,34.85,120.51,5.20,10.50
A003670,포스코퓨처엠,12,2017,Annual,69.66,363.50,9.84,19.28
A003670,포스코퓨처엠,12,2018,Annual,79.59,619.33,10.73,21.06
A003670,포스코퓨처엠,12,2019,Annual,31.74,57.67,9.77,16.43
A003670,포스코퓨처엠,12,2020,Annual,10.51,14.20,6.00,9.26
A003670,포스코퓨처엠,12,2021,Annual,16.90,22.16,10.82,12.44
A003670,포스코퓨처엠,12,2022,Annual,12.13,16.29,6.38,8.27
A035720,카카오,12,2011,Annual,130.93,"27,057.22",32.16,33.35
A035720,카카오,12,2012,Annual,115.28,"31,402.17",24.72,22.96
A035720,카카오,12,2013,Annual,103.34,"113,570.76",32.33,19.55
A035720,카카오,12,2014,Annual,100.46,"115,440.59",34.71,13.12
A035720,카카오,12,2015,Annual,33.28,136.01,16.21,5.98
A035720,카카오,12,2016,Annual,14.38,28.07,11.71,5.45
A035720,카카오,12,2017,Annual,13.00,26.56,12.09,5.84
A035720,카카오,12,2018,Annual,8.67,25.24,7.57,3.63
A035720,카카오,12,2019,Annual,-3.22,-12.21,-2.80,-1.51
A035720,카카오,12,2020,Annual,11.07,49.06,10.27,6.36
A035720,카카오,12,2021,Annual,25.59,82.84,29.78,16.78
A035720,카카오,12,2022,Annual,20.78,51.99,28.53,14.32
A032830,삼성생명,3,2011,Annual,0.80,,4.83,6.47
A032830,삼성생명,3,2012,Annual,0.76,,3.84,5.84
A032830,삼성생명,12,2013,Annual,0.42,139.56,3.72,3.52
A032830,삼성생명,12,2014,Annual,0.84,106.70,5.58,7.41
A032830,삼성생명,12,2015,Annual,0.71,64.81,5.13,6.18
A032830,삼성생명,12,2016,Annual,1.06,28.17,7.75,9.06
A032830,삼성생명,12,2017,Annual,0.61,9.91,4.62,4.97
A032830,삼성생명,12,2018,Annual,0.81,11.74,6.37,6.67
A032830,삼성생명,12,2019,Annual,0.57,8.31,4.78,4.49
A032830,삼성생명,12,2020,Annual,0.62,9.99,5.11,4.36
A032830,삼성생명,12,2021,Annual,0.65,9.93,5.52,4.65
A032830,삼성생명,12,2022,Annual,0.90,11.22,7.26,6.15
A086790,하나금융지주,12,2011,Annual,0.92,3.61,6.59,10.32
A086790,하나금융지주,12,2012,Annual,0.97,4.21,7.91,11.81
A086790,하나금융지주,12,2013,Annual,0.53,2.68,5.62,6.95
A086790,하나금융지주,12,2014,Annual,0.50,2.69,5.04,6.58
A086790,하나금융지주,12,2015,Annual,0.46,2.64,4.07,6.17
A086790,하나금융지주,12,2016,Annual,0.58,3.48,5.25,7.85
A086790,하나금융지주,12,2017,Annual,0.78,4.78,6.57,10.67
A086790,하나금융지주,12,2018,Annual,0.82,4.89,8.69,10.88
A086790,하나금융지주,12,2019,Annual,0.84,5.03,8.16,11.17
A086790,하나금융지주,12,2020,Annual,0.83,4.87,7.05,11.22
A086790,하나금융지주,12,2021,Annual,0.96,5.35,10.30,12.80
A086790,하나금융지주,12,2022,Annual,0.90,5.01,6.40,12.30
A138040,메리츠금융지주,3,2011,Annual,10.61,416.13,16.59,45.32
A138040,메리츠금융지주,3,2012,Annual,2.75,18.83,5.39,18.77
A138040,메리츠금융지주,12,2013,Annual,1.60,7.40,5.61,13.46
A138040,메리츠금융지주,12,2014,Annual,1.82,6.82,5.08,15.05
A138040,메리츠금융지주,12,2015,Annual,1.81,5.61,4.62,14.21
A138040,메리츠금융지주,12,2016,Annual,1.47,4.15,3.68,11.95
A138040,메리츠금융지주,12,2017,Annual,1.56,4.12,4.08,12.49
A138040,메리츠금융지주,12,2018,Annual,1.11,2.76,2.71,9.06
A138040,메리츠금융지주,12,2019,Annual,1.08,2.55,2.49,9.73
A138040,메리츠금융지주,12,2020,Annual,1.09,2.47,2.26,10.02
A138040,메리츠금융지주,12,2021,Annual,1.36,3.04,2.63,13.61
A138040,메리츠금융지주,12,2022,Annual,1.90,4.47,2.20,19.19
A066570,LG전자,12,2011,Annual,3.76,10.02,1.35,5.63
A066570,LG전자,12,2012,Annual,9.02,23.32,3.40,14.50
A066570,LG전자,12,2013,Annual,9.38,23.59,3.71,16.58
A066570,LG전자,12,2014,Annual,9.98,25.70,3.96,18.23
A066570,LG전자,12,2015,Annual,8.68,23.08,3.64,15.84
A066570,LG전자,12,2016,Annual,7.61,20.81,3.29,13.82
A066570,LG전자,12,2017,Annual,13.69,38.58,5.69,24.93
A066570,LG전자,12,2018,Annual,11.88,31.84,5.28,20.92
A066570,LG전자,12,2019,Annual,8.99,22.90,4.07,15.51
A066570,LG전자,12,2020,Annual,15.18,40.69,7.72,26.40
A066570,LG전자,12,2021,Annual,11.74,34.71,5.09,19.98
A066570,LG전자,12,2022,Annual,12.66,36.32,5.01,19.64
A000810,삼성화재,3,2011,Annual,3.13,"1,058.10",5.12,12.45
A000810,삼성화재,3,2012,Annual,2.57,"1,232.97",4.49,10.55
A000810,삼성화재,12,2013,Annual,1.50,"29,565.08",3.78,7.02
A000810,삼성화재,12,2014,Annual,2.11,,4.54,10.93
A000810,삼성화재,12,2015,Annual,1.86,"3,149.63",4.35,9.63
A000810,삼성화재,12,2016,Annual,1.78,"3,282.77",4.54,9.34
A000810,삼성화재,12,2017,Annual,1.97,,5.41,10.35
A000810,삼성화재,12,2018,Annual,1.97,"677,802.94",5.80,10.57
A000810,삼성화재,12,2019,Annual,1.41,"6,388.06",4.24,7.27
A000810,삼성화재,12,2020,Annual,1.46,"7,160.86",4.47,7.02
A000810,삼성화재,12,2021,Annual,1.82,,5.80,8.92
A000810,삼성화재,12,2022,Annual,2.58,,9.73,13.63
A042700,한미반도체,12,2011,Annual,41.79,614.58,12.12,12.56
A042700,한미반도체,12,2012,Annual,71.50,673.26,17.09,16.80
A042700,한미반도체,12,2013,Annual,30.66,124.56,8.48,8.88
A042700,한미반도체,12,2014,Annual,69.87,356.30,18.40,18.26
A042700,한미반도체,12,2015,Annual,70.40,,22.38,13.22
A042700,한미반도체,12,2016,Annual,67.42,256.96,21.74,17.93
A042700,한미반도체,12,2017,Annual,18.70,67.36,7.32,6.96
A042700,한미반도체,12,2018,Annual,99.31,735.27,25.01,25.75
A042700,한미반도체,12,2019,Annual,75.34,"27,540.20",21.36,11.81
A042700,한미반도체,12,2020,Annual,104.54,"24,030.64",21.86,23.60
A042700,한미반도체,12,2021,Annual,145.60,"24,193.63",29.72,36.73
A042700,한미반도체,12,2022,Annual,136.68,"7,140.53",30.83,27.42
A015760,한국전력,12,2011,Annual,4.53,7.95,8.07,6.31
A015760,한국전력,12,2012,Annual,4.31,7.54,7.75,7.30
A015760,한국전력,12,2013,Annual,7.48,12.85,13.79,14.54
A015760,한국전력,12,2014,Annual,9.92,16.85,18.37,19.87
A015760,한국전력,12,2015,Annual,20.01,35.17,36.69,35.24
A015760,한국전력,12,2016,Annual,15.10,28.19,26.60,22.71
A015760,한국전력,12,2017,Annual,10.37,20.25,18.51,15.17
A015760,한국전력,12,2018,Annual,7.81,14.96,14.37,12.09
A015760,한국전력,12,2019,Annual,7.23,13.08,14.84,12.55
A015760,한국전력,12,2020,Annual,10.37,18.38,23.12,19.40
A015760,한국전력,12,2021,Annual,4.77,8.33,10.94,9.76
A015760,한국전력,12,2022,Annual,-7.09,-11.45,-16.85,-22.37
A003550,LG,12,2011,Annual,33.72,112.99,12.98,12.32
A003550,LG,12,2012,Annual,30.20,85.31,13.24,11.41
A003550,LG,12,2013,Annual,27.89,73.01,12.45,10.32
A003550,LG,12,2014,Annual,24.97,63.24,11.63,9.29
A003550,LG,12,2015,Annual,26.21,66.06,12.58,9.68
A003550,LG,12,2016,Annual,27.20,72.30,14.18,9.97
A003550,LG,12,2017,Annual,49.42,162.27,22.41,17.46
A003550,LG,12,2018,Annual,40.23,140.09,26.34,11.88
A003550,LG,12,2019,Annual,31.07,93.64,19.22,6.76
A003550,LG,12,2020,Annual,47.98,134.49,31.53,8.22
A003550,LG,12,2021,Annual,76.66,261.36,39.96,12.81
A003550,LG,12,2022,Annual,60.54,256.72,30.03,8.96
A323410,카카오뱅크,12,2011,Annual,,,,
A323410,카카오뱅크,12,2012,Annual,,,,
A323410,카카오뱅크,12,2013,Annual,,,,
A323410,카카오뱅크,12,2014,Annual,,,,
A323410,카카오뱅크,12,2015,Annual,,,,
A323410,카카오뱅크,12,2016,Annual,,,"-1,059.07",
A323410,카카오뱅크,12,2017,Annual,-3.64,,-136.62,-19.86
A323410,카카오뱅크,12,2018,Annual,0.04,,0.80,0.33
A323410,카카오뱅크,12,2019,Annual,0.29,,7.02,3.31
A323410,카카오뱅크,12,2020,Annual,0.70,,19.49,7.00
A323410,카카오뱅크,12,2021,Annual,0.92,,23.55,6.03
A323410,카카오뱅크,12,2022,Annual,0.98,,19.57,5.59
A259960,크래프톤,12,2011,Annual,-17.65,-23.63,-28.11,완전잠식
A259960,크래프톤,12,2012,Annual,-4.14,-5.47,-6.10,완전잠식
A259960,크래프톤,12,2013,Annual,23.01,30.44,32.65,완전잠식
A259960,크래프톤,12,2014,Annual,4.90,6.98,8.15,완전잠식
A259960,크래프톤,12,2015,Annual,-28.45,-41.74,-40.09,완전잠식
A259960,크래프톤,12,2016,Annual,-25.95,-37.35,-50.54,-647.63
A259960,크래프톤,12,2017,Annual,N/A(IFRS),N/A(IFRS),-282.10,N/A(IFRS)
A259960,크래프톤,12,2018,Annual,22.29,38.54,22.91,완전잠식
A259960,크래프톤,12,2019,Annual,60.46,183.71,29.10,112.59
A259960,크래프톤,12,2020,Annual,131.86,656.60,35.94,66.77
A259960,크래프톤,12,2021,Annual,72.76,450.75,31.16,20.18
A259960,크래프톤,12,2022,Annual,59.83,322.05,32.77,12.50
A034730,SK,12,2011,Annual,19.00,32.00,28.03,23.50
A034730,SK,12,2012,Annual,15.42,27.83,18.05,18.01
A034730,SK,12,2013,Annual,9.02,15.52,11.12,10.80
A034730,SK,12,2014,Annual,6.71,11.43,7.60,7.23
A034730,SK,12,2015,Annual,25.47,45.31,19.20,35.36
A034730,SK,12,2016,Annual,10.20,18.95,7.23,14.51
A034730,SK,12,2017,Annual,11.73,22.77,8.08,16.62
A034730,SK,12,2018,Annual,12.25,23.12,8.11,16.81
A034730,SK,12,2019,Annual,11.16,19.27,8.50,16.14
A034730,SK,12,2020,Annual,9.83,15.74,10.11,15.71
A034730,SK,12,2021,Annual,11.16,17.53,10.65,17.64
A034730,SK,12,2022,Annual,8.88,13.81,7.48,14.39
A033780,KT&G,12,2011,Annual,77.41,"1,090.30",25.87,20.38
A033780,KT&G,12,2012,Annual,62.28,592.60,22.83,17.85
A033780,KT&G,12,2013,Annual,45.42,364.88,19.43,14.03
A033780,KT&G,12,2014,Annual,57.73,400.58,23.52,17.58
A033780,KT&G,12,2015,Annual,59.82,400.47,29.05,20.21
A033780,KT&G,12,2016,Annual,54.28,469.64,30.53,20.53
A033780,KT&G,12,2017,Annual,56.85,516.54,29.45,18.43
A033780,KT&G,12,2018,Annual,50.51,414.37,23.66,13.20
A033780,KT&G,12,2019,Annual,60.37,608.22,24.59,14.43
A033780,KT&G,12,2020,Annual,62.65,845.99,27.20,15.42
A033780,KT&G,12,2021,Annual,49.71,699.92,22.85,13.05
A033780,KT&G,12,2022,Annual,46.22,610.53,21.21,13.37
A018260,삼성에스디에스,12,2011,Annual,53.77,"3,488.01",12.08,20.66
A018260,삼성에스디에스,12,2012,Annual,59.93,"2,204.19",11.53,22.78
A018260,삼성에스디에스,12,2013,Annual,54.14,"1,491.75",10.13,20.03
A018260,삼성에스디에스,12,2014,Annual,58.90,"2,201.14",10.25,19.99
A018260,삼성에스디에스,12,2015,Annual,57.34,"5,340.55",10.54,18.41
A018260,삼성에스디에스,12,2016,Annual,53.37,"9,498.18",10.13,16.46
A018260,삼성에스디에스,12,2017,Annual,55.51,"22,926.86",9.28,15.68
A018260,삼성에스디에스,12,2018,Annual,54.78,"116,118.59",9.34,15.80
A018260,삼성에스디에스,12,2019,Annual,56.66,527.12,11.00,18.31
A018260,삼성에스디에스,12,2020,Annual,38.97,220.34,8.12,13.17
A018260,삼성에스디에스,12,2021,Annual,39.24,254.55,7.73,14.73
A018260,삼성에스디에스,12,2022,Annual,49.15,242.20,9.35,20.26
A009150,삼성전기,12,2011,Annual,31.24,61.41,16.80,26.39
A009150,삼성전기,12,2012,Annual,30.09,61.69,12.13,24.48
A009150,삼성전기,12,2013,Annual,32.44,60.73,11.50,23.09
A009150,삼성전기,12,2014,Annual,38.74,70.08,19.06,26.13
A009150,삼성전기,12,2015,Annual,16.76,26.92,8.18,11.28
A009150,삼성전기,12,2016,Annual,19.84,27.78,10.33,14.40
A009150,삼성전기,12,2017,Annual,23.44,31.61,11.59,18.28
A009150,삼성전기,12,2018,Annual,39.04,55.45,17.40,30.02
A009150,삼성전기,12,2019,Annual,39.88,62.00,17.94,26.68
A009150,삼성전기,12,2020,Annual,44.06,73.77,18.64,25.49
A009150,삼성전기,12,2021,Annual,55.09,117.68,18.18,27.52
A009150,삼성전기,12,2022,Annual,58.34,143.70,19.73,25.53
A017670,SK텔레콤,12,2011,Annual,36.64,68.05,25.72,32.58
A017670,SK텔레콤,12,2012,Annual,30.89,58.72,23.32,29.43
A017670,SK텔레콤,12,2013,Annual,35.54,66.67,26.92,33.08
A017670,SK텔레콤,12,2014,Annual,37.39,69.57,27.34,31.91
A017670,SK텔레콤,12,2015,Annual,34.84,61.84,26.33,29.47
A017670,SK텔레콤,12,2016,Annual,33.43,61.96,27.76,30.13
A017670,SK텔레콤,12,2017,Annual,38.24,75.73,33.38,34.25
A017670,SK텔레콤,12,2018,Annual,36.21,71.85,38.00,31.76
A017670,SK텔레콤,12,2019,Annual,23.16,44.52,27.67,21.74
A017670,SK텔레콤,12,2020,Annual,24.73,46.21,35.27,24.04
A017670,SK텔레콤,12,2021,Annual,30.99,55.87,38.94,35.51
A017670,SK텔레콤,12,2022,Annual,24.74,41.96,26.97,38.12
A012450,한화에어로스페이스,12,2011,Annual,20.44,41.59,11.22,23.10
A012450,한화에어로스페이스,12,2012,Annual,13.08,27.26,7.30,13.50
A012450,한화에어로스페이스,12,2013,Annual,12.96,30.25,8.36,13.39
A012450,한화에어로스페이스,12,2014,Annual,-2.12,-6.10,-1.49,-2.33
A012450,한화에어로스페이스,12,2015,Annual,4.40,14.84,3.21,4.32
A012450,한화에어로스페이스,12,2016,Annual,16.68,50.54,12.26,18.82
A012450,한화에어로스페이스,12,2017,Annual,2.25,6.12,1.84,3.43
A012450,한화에어로스페이스,12,2018,Annual,4.49,12.16,4.20,7.77
A012450,한화에어로스페이스,12,2019,Annual,6.61,17.96,6.67,12.78
