Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),영업이익(천원),이자비용(천원),현금및현금성자산구성비율(%),유동자산(천원),유동부채(천원),당좌자산(천원)
A352910,오비고,12,2012,Annual,4.19,9.30,111.35,22.18,28.51,"-1,409,723",0,36.33,"5,416,387","1,047,894","5,416,387"
A352910,오비고,12,2013,Annual,1.87,11.06,122.81,64.88,184.72,"-1,735,073","14,793",42.40,"17,497,515","5,788,059","17,497,515"
A352910,오비고,12,2014,Annual,1.66,37.83,89.29,59.72,148.26,"691,291","713,409",13.71,"9,438,813","2,166,622","9,438,813"
A352910,오비고,12,2015,Annual,1.46,41.00,120.04,96.00,"2,397.13","-884,145","816,641",11.84,"6,305,864","1,765,229","6,305,864"
A352910,오비고,12,2016,Annual,1.21,60.79,94.37,91.90,"1,134.86","391,218","771,035",15.13,"2,966,602","1,804,351","2,966,602"
A352910,오비고,12,2017,Annual,2.20,47.66,89.98,88.84,796.15,"1,021,838","612,952",17.03,"4,368,781","7,541,500","4,368,781"
A352910,오비고,12,2018,Annual,8.88,3.46,97.65,254.30,완전잠식,"306,417","1,917,625",27.71,"8,866,838","24,218,185","8,866,838"
A352910,오비고,12,2019,Annual,7.55,4.55,134.30,380.03,완전잠식,"-3,508,221","2,373,752",18.40,"6,427,042","25,580,197","6,427,042"
A352910,오비고,12,2020,Annual,12.74,5.54,108.01,98.53,"6,702.06","-966,618","2,720,745",28.80,"7,714,126","5,138,796","7,714,126"
A352910,오비고,12,2021,Annual,3.41,5.71,179.28,20.57,25.90,"-6,071,337","176,419",2.38,"30,954,494","3,238,092","30,954,494"
A352910,오비고,12,2022,Annual,2.54,5.66,125.59,10.66,11.93,"-2,816,573","59,013",14.89,"35,424,502","2,271,930","35,424,502"
A187420,제노포커스,12,2011,Annual,,,,,,,,,,,
A187420,제노포커스,12,2012,Annual,36.34,8.03,27.15,113.45,완전잠식,"429,322","47,743",32.21,"1,222,105","2,032,173","1,065,155"
A187420,제노포커스,12,2013,Annual,10.48,7.29,40.27,73.88,282.83,"243,574","100,242",70.14,"7,364,569","858,803","7,092,736"
A187420,제노포커스,12,2014,Annual,33.82,10.56,18.59,42.97,75.35,"1,391,659","153,515",31.21,"8,376,169","3,490,845","8,062,403"
A187420,제노포커스,12,2015,Annual,44.09,10.45,18.85,2.41,2.47,"1,098,014","18,510",30.46,"11,729,137","616,639","11,294,404"
A187420,제노포커스,12,2016,Annual,27.46,7.06,23.83,1.12,1.14,"1,325,988",0,3.94,"38,790,209","581,484","38,209,468"
A187420,제노포커스,12,2017,Annual,41.06,9.54,19.12,5.12,5.39,"1,192,095","103,198",4.51,"30,160,027","2,236,962","28,087,183"
A187420,제노포커스,12,2018,Annual,49.58,9.97,24.31,12.47,14.25,"-1,213,556","41,271",3.95,"17,002,774","4,384,844","14,929,837"
A187420,제노포커스,12,2019,Annual,44.16,6.93,43.99,37.83,60.85,"-2,877,734","249,068",14.47,"31,065,531","10,598,584","28,338,183"
A187420,제노포커스,12,2020,Annual,47.59,2.89,57.31,60.31,151.95,"-4,698,150","2,091,147",13.54,"44,339,406","40,891,460","40,032,780"
A187420,제노포커스,12,2021,Annual,51.04,2.84,52.82,67.26,205.43,"-3,834,264","3,962,797",5.18,"37,312,635","51,983,663","32,435,339"
A187420,제노포커스,12,2022,Annual,45.68,2.54,59.13,79.78,394.61,"-6,224,292","6,328,110",8.22,"55,430,597","93,853,500","49,888,425"
A142760,비엘,12,2011,Annual,44.13,24.49,137.69,62.33,165.45,"-2,418,661",0,4.93,"3,480,074","5,937,908","3,105,846"
A142760,비엘,12,2012,Annual,52.26,24.27,158.31,62.54,166.94,"-2,577,164",0,9.80,"2,570,307","5,528,213","2,057,060"
A142760,비엘,12,2013,Annual,55.21,19.59,185.99,88.52,770.88,"-2,718,849","138,460",12.23,"2,416,903","6,022,184","1,798,020"
A142760,비엘,12,2014,Annual,3.43,15.32,360.56,194.40,완전잠식,"-3,534,133","395,949",58.96,"7,821,894","4,727,044","6,878,327"
A142760,비엘,12,2015,Annual,4.92,7.34,370.84,41.80,71.81,"-5,042,442","236,968",25.75,"7,902,411","3,453,295","6,920,962"
A142760,비엘,12,2016,Annual,6.75,3.76,271.00,19.20,23.77,"-6,001,753","66,944",24.95,"17,670,630","3,197,780","17,127,217"
A142760,비엘,12,2017,Annual,10.36,1.37,101.52,6.34,6.77,"-6,825,683","111,289",36.85,"30,907,007","1,943,099","29,718,340"
A142760,비엘,12,2018,Annual,20.93,26.76,41.32,55.37,124.07,"-6,184,878","3,590,180",24.99,"69,232,528","78,346,843","58,235,954"
A142760,비엘,12,2019,Annual,22.78,25.11,50.43,60.47,153.00,"-12,385,287","6,211,974",29.35,"66,552,062","62,820,408","58,472,969"
A142760,비엘,12,2020,Annual,26.97,29.59,42.87,51.08,104.41,"-11,839,293","6,675,498",20.06,"75,439,318","63,264,822","62,445,469"
A142760,비엘,12,2021,Annual,24.47,16.07,39.75,47.94,92.08,"-14,480,924","5,680,819",31.31,"97,138,994","46,697,755","87,597,111"
A142760,비엘,12,2022,Annual,30.80,9.35,75.59,54.64,120.46,"-9,732,840","4,652,491",8.19,"71,771,341","64,968,540","55,853,037"
A347770,핌스,12,2011,Annual,,,,,,,,,,,
A347770,핌스,12,2012,Annual,,,,,,,,,,,
A347770,핌스,12,2013,Annual,,,,,,,,,,,
A347770,핌스,12,2014,Annual,,,,,,,,,,,
A347770,핌스,12,2015,Annual,,,,,,,,,,,
A347770,핌스,12,2016,Annual,,,,,,,,,,,
A347770,핌스,12,2017,Annual,,,,,,,,,,,
A347770,핌스,12,2018,Annual,35.87,0.69,16.86,41.55,71.10,"2,215,835","64,319",12.38,"3,935,281","2,189,191","3,603,959"
A347770,핌스,12,2019,Annual,22.67,0.32,13.83,46.60,87.28,"6,517,823","31,866",22.33,"20,514,096","11,725,576","19,276,363"
A347770,핌스,12,2020,Annual,39.14,2.39,20.75,26.85,36.71,"4,105,977","175,518",25.44,"37,677,217","7,325,432","35,901,896"
A347770,핌스,12,2021,Annual,61.93,2.00,17.51,33.67,50.77,"7,278,741","260,722",6.41,"29,949,161","19,965,534","24,631,108"
A347770,핌스,12,2022,Annual,59.41,1.74,16.05,39.73,65.93,"1,116,180","370,945",6.19,"33,010,494","27,731,368","28,970,774"
A200230,텔콘RF제약,12,2011,Annual,1.28,0.10,11.29,49.14,96.61,"2,208,093",0,4.00,"17,458,666","9,494,494","14,377,876"
A200230,텔콘RF제약,12,2012,Annual,2.38,0.10,8.28,32.99,49.22,"5,598,007","251,787",11.00,"19,458,855","7,304,328","16,180,640"
A200230,텔콘RF제약,12,2013,Annual,3.67,0.60,5.50,30.09,43.05,"9,859,184","150,063",38.56,"28,366,505","9,286,399","25,277,869"
A200230,텔콘RF제약,12,2014,Annual,3.54,0.70,7.36,9.53,10.53,"8,067,298","57,852",44.14,"43,546,463","4,171,450","39,396,415"
A200230,텔콘RF제약,12,2015,Annual,3.12,0.54,17.06,8.64,9.46,"-286,064","9,483",37.48,"41,313,400","3,799,467","39,444,933"
A200230,텔콘RF제약,12,2016,Annual,6.04,27.36,37.44,30.46,43.81,"-8,099,009","1,071,579",7.48,"38,168,652","23,751,145","34,232,535"
A200230,텔콘RF제약,12,2017,Annual,7.69,32.09,41.91,35.84,55.87,"-12,706,153","3,353,174",7.84,"51,679,950","70,253,813","48,229,710"
A200230,텔콘RF제약,12,2018,Annual,3.65,26.95,30.13,14.49,16.95,"-7,874,448","5,123,255",3.98,"25,623,916","26,335,723","21,131,536"
A200230,텔콘RF제약,12,2019,Annual,4.60,27.39,22.35,12.64,14.46,"3,126,768","1,835,015",12.15,"32,592,795","14,603,108","28,403,586"
A200230,텔콘RF제약,12,2020,Annual,3.26,17.38,28.31,50.57,102.30,"-2,089,916","2,848,672",13.26,"40,257,029","90,921,360","35,980,531"
A200230,텔콘RF제약,12,2021,Annual,4.38,17.97,31.36,36.55,57.62,"-2,741,321","7,701,980",13.80,"37,357,073","60,113,139","33,053,715"
A200230,텔콘RF제약,12,2022,Annual,5.75,20.03,34.95,29.45,41.74,"-4,062,993","1,062,740",8.16,"23,126,823","34,328,978","18,504,404"
A057680,티사이언티픽,12,2011,Annual,10.43,4.86,28.71,25.14,33.58,"-890,431","368,429",6.63,"8,800,652","3,723,815","8,800,652"
A057680,티사이언티픽,12,2012,Annual,10.55,1.36,39.94,36.52,57.54,"-3,348,074","146,931",14.46,"10,257,769","5,538,417","10,257,769"
A057680,티사이언티픽,12,2013,Annual,9.64,23.05,46.44,53.50,115.06,"-3,604,400","219,321",13.07,"9,496,116","9,289,376","9,108,127"
A057680,티사이언티픽,12,2014,Annual,9.72,25.48,12.78,42.76,74.71,"1,309,482","534,431",7.30,"9,476,639","6,621,592","9,473,381"
A057680,티사이언티픽,12,2015,Annual,8.38,21.28,15.42,56.15,128.07,"-2,105,846","455,196",7.70,"11,781,356","6,134,355","11,781,356"
A057680,티사이언티픽,12,2016,Annual,15.73,11.19,28.45,66.45,198.03,"-7,024,881","636,611",14.75,"11,133,489","7,254,293","11,133,489"
A057680,티사이언티픽,12,2017,Annual,0.67,5.68,108.73,79.31,383.24,"-3,301,087","1,617,733",31.97,"25,208,360","26,733,232","25,208,360"
A057680,티사이언티픽,12,2018,Annual,0.35,0.92,79.41,55.06,122.53,"-1,411,380","2,077,840",46.16,"45,370,920","38,536,650","45,367,032"
A057680,티사이언티픽,12,2019,Annual,0.31,0.75,26.99,30.42,43.72,"2,031,391","519,381",5.06,"13,706,854","23,352,814","13,706,854"
A057680,티사이언티픽,12,2020,Annual,0.43,0.34,31.81,23.01,29.89,"725,160","514,831",5.13,"28,839,843","15,775,095","28,839,843"
A057680,티사이언티픽,12,2021,Annual,0.15,0.10,32.24,25.11,33.53,"1,001,502","1,284,998",1.43,"30,898,305","32,136,396","30,898,305"
A057680,티사이언티픽,12,2022,Annual,0.29,10.35,76.78,31.20,45.36,"-2,488,445","2,938,086",4.23,"45,728,470","45,016,679","45,697,923"
A226400,오스테오닉,12,2011,Annual,,,,,,,,,,,
A226400,오스테오닉,12,2012,Annual,,,,,,,,,,,
A226400,오스테오닉,12,2013,Annual,22.41,8.00,43.30,73.17,272.77,"375,595",0,6.86,"1,914,705","472,336","1,548,206"
A226400,오스테오닉,12,2014,Annual,26.86,0.24,64.90,82.66,476.77,"342,801","226,782",3.78,"2,364,679","670,312","1,544,731"
A226400,오스테오닉,12,2015,Annual,14.76,3.84,53.18,48.06,92.53,"300,647","160,006",15.30,"7,954,424","3,415,811","6,727,428"
A226400,오스테오닉,12,2016,Annual,16.23,19.96,38.01,45.86,84.72,"1,473,442","390,343",8.09,"11,254,986","6,055,958","8,517,085"
A226400,오스테오닉,12,2017,Annual,13.25,17.81,30.96,74.96,299.34,"2,221,385","817,405",12.49,"16,563,303","12,120,565","13,239,033"
A226400,오스테오닉,12,2018,Annual,19.02,7.93,41.62,35.23,54.40,"135,797",0,22.72,"29,661,920","5,644,445","25,358,414"
A226400,오스테오닉,12,2019,Annual,26.42,7.20,40.76,44.65,80.67,"479,506",0,10.26,"31,377,621","10,545,573","24,148,759"
A226400,오스테오닉,12,2020,Annual,19.92,4.53,41.75,61.66,160.82,"228,040",0,15.72,"42,225,447","20,311,210","34,737,437"
A226400,오스테오닉,12,2021,Annual,18.08,7.52,37.97,44.63,80.60,"579,412",0,14.71,"40,744,398","25,218,088","33,317,439"
A226400,오스테오닉,12,2022,Annual,21.12,7.97,31.27,40.67,68.56,"2,526,177",0,19.98,"37,422,939","19,685,727","28,599,253"
A208340,파멥신,12,2011,Annual,,,,,,,,,,,
A208340,파멥신,12,2012,Annual,5.85,63.34,983.50,30.89,44.69,"-2,190,617",0,20.13,"3,436,033","2,223,484","3,436,033"
A208340,파멥신,12,2013,Annual,6.82,70.72,"20,264.92",213.83,완전잠식,"-4,168,287","1,459,346",12.10,"1,975,105","9,367,353","1,975,105"
A208340,파멥신,12,2014,Annual,5.98,79.30,149.38,22.26,28.63,"-1,667,698","1,599,580",10.47,"1,076,555","526,347","1,076,555"
A208340,파멥신,12,2015,Annual,3.91,71.79,271.20,25.30,33.86,"-3,431,328","10,872",20.54,"1,616,137","629,486","1,616,137"
A208340,파멥신,12,2016,Annual,16.07,61.54,499.27,33.93,51.35,"-3,923,169","21,416",3.94,"1,596,650","654,988","1,596,650"
A208340,파멥신,12,2017,Annual,14.62,15.14,"1,893.74",69.70,230.01,"-3,835,362","28,308",27.05,"5,072,330","2,981,922","5,072,330"
A208340,파멥신,12,2018,Annual,1.43,1.75,"350,151.85",6.23,6.65,"-6,913,524","27,531",43.69,"66,991,475","1,536,687","66,991,475"
A208340,파멥신,12,2019,Annual,1.98,0.14,,57.99,138.03,"-10,104,255","4,244,623",28.64,"136,161,516","2,623,516","136,161,516"
A208340,파멥신,12,2020,Annual,4.46,0.17,"42,741.13",65.77,192.14,"-25,507,147","7,425,305",28.26,"100,328,674","85,111,729","100,328,674"
A208340,파멥신,12,2021,Annual,10.51,0.37,"56,560.31",25.71,34.60,"-38,222,502","4,355,173",55.22,"41,650,750","14,614,104","41,650,750"
A208340,파멥신,12,2022,Annual,18.74,0.64,"11,373.14",38.57,62.79,"-23,290,093","508,591",32.17,"20,369,189","4,442,788","20,369,189"
A389470,인벤티지랩,12,2011,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2012,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2013,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2014,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2015,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2016,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2017,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2018,Annual,,,,,,,,,,,
A389470,인벤티지랩,12,2019,Annual,58.97,1.56,,332.60,완전잠식,"-5,103,105","92,079",31.53,"4,460,432","37,449,440","4,460,432"
A389470,인벤티지랩,12,2020,Annual,41.30,1.48,"1,141.27",25.20,33.68,"-5,536,820","132,468",53.41,"12,214,226","1,498,291","12,214,226"
A389470,인벤티지랩,12,2021,Annual,26.20,1.56,600.78,16.50,19.75,"-9,557,906","110,472",60.70,"22,173,787","2,403,480","22,102,411"
A389470,인벤티지랩,12,2022,Annual,21.67,2.10,381.99,12.70,14.55,"-10,901,805","103,353",45.27,"25,277,936","2,609,080","25,146,570"
A171010,램테크놀러지,12,2011,Annual,65.33,4.44,12.28,73.48,277.12,"1,917,997","1,326,650",0.26,"9,724,888","19,385,638","4,308,448"
A171010,램테크놀러지,12,2012,Annual,58.09,3.34,10.10,61.92,162.59,"3,553,960","1,387,405",5.71,"15,667,927","21,279,042","7,801,708"
A171010,램테크놀러지,12,2013,Annual,64.33,3.31,11.13,51.15,104.71,"3,513,050","1,279,600",4.29,"15,143,300","19,302,022","8,056,925"
A171010,램테크놀러지,12,2014,Annual,73.80,3.20,18.64,62.17,164.34,"-2,812,165","1,278,401",3.18,"12,507,984","23,087,295","5,490,472"
A171010,램테크놀러지,12,2015,Annual,72.79,3.23,14.59,64.37,180.70,"-867,686","1,223,244",1.61,"12,706,343","25,663,942","4,773,576"
A171010,램테크놀러지,12,2016,Annual,77.68,2.90,12.83,65.50,189.82,"-2,181,141","1,190,526",2.86,"8,994,225","22,776,103","3,815,312"
A171010,램테크놀러지,12,2017,Annual,72.85,2.78,10.05,63.52,174.10,"1,197,125","928,347",2.73,"10,982,457","23,541,972","4,189,823"
A171010,램테크놀러지,12,2018,Annual,69.13,2.89,9.20,60.70,154.46,"2,126,570","1,088,643",3.46,"11,776,011","23,281,779","4,645,131"
A171010,램테크놀러지,12,2019,Annual,47.80,2.41,9.87,46.88,88.26,"4,493,254","975,459",28.76,"32,133,722","19,444,499","24,064,223"
A171010,램테크놀러지,12,2020,Annual,59.48,2.47,11.44,39.46,65.19,"2,611,811","1,049,856",16.86,"22,503,298","15,194,775","14,881,883"
A171010,램테크놀러지,12,2021,Annual,55.72,2.37,12.11,38.13,61.62,"4,472,506","1,039,654",13.79,"26,675,945","25,620,743","16,420,289"
A171010,램테크놀러지,12,2022,Annual,51.41,1.94,10.53,37.60,60.27,"6,904,441","1,280,745",10.51,"36,062,627","29,355,047","20,761,891"
A041520,이라이콤,12,2011,Annual,31.39,1.50,3.03,56.35,129.09,"30,484,013",0,9.50,"117,442,582","106,928,549","81,653,120"
A041520,이라이콤,12,2012,Annual,17.82,0.90,3.56,45.82,84.56,"42,384,337",0,20.21,"174,841,419","105,751,107","151,667,285"
A041520,이라이콤,12,2013,Annual,15.46,0.58,3.91,52.14,108.95,"46,747,105",0,15.14,"267,643,793","172,844,626","226,247,640"
A041520,이라이콤,12,2014,Annual,18.31,0.69,4.43,44.93,81.60,"48,442,059",0,20.49,"270,195,816","158,269,853","236,837,505"
A041520,이라이콤,12,2015,Annual,21.43,0.93,4.96,31.83,46.69,"40,861,986",0,23.18,"256,774,610","103,044,332","215,371,118"
A041520,이라이콤,12,2016,Annual,17.68,0.67,6.75,31.62,46.24,"4,575,716",0,36.38,"260,517,730","102,509,983","234,103,633"
A041520,이라이콤,12,2017,Annual,18.67,0.77,6.04,25.10,33.50,"-929,413",0,29.12,"208,029,991","64,706,903","186,040,869"
A041520,이라이콤,12,2018,Annual,15.10,0.60,6.31,32.84,48.90,"8,613,386",0,13.57,"247,594,924","97,001,571","222,060,666"
A041520,이라이콤,12,2019,Annual,19.46,0.66,7.79,13.58,15.72,"-5,535,346",0,38.37,"173,039,088","27,581,637","162,314,343"
A041520,이라이콤,12,2020,Annual,18.65,5.66,8.26,18.55,22.78,"17,760,117",0,30.60,"180,128,108","39,859,029","160,681,670"
A041520,이라이콤,12,2021,Annual,17.66,4.68,11.92,17.74,21.57,"-5,089,752",0,35.62,"180,756,637","36,646,346","159,436,438"
A041520,이라이콤,12,2022,Annual,16.87,3.91,16.41,14.67,17.20,"-9,503,011",0,31.46,"164,326,976","29,437,742","148,425,258"
A099220,SDN,12,2011,Annual,20.74,0.87,8.88,64.14,178.83,"12,835,653","7,626,239",2.97,"108,909,329","110,408,836","98,180,221"
A099220,SDN,12,2012,Annual,30.04,0.39,56.37,66.08,194.79,"-14,106,465","6,618,851",1.03,"51,763,970","70,240,804","40,507,479"
A099220,SDN,12,2013,Annual,29.09,0.41,26.24,54.38,119.19,"1,977,880","5,263,019",2.29,"38,850,495","50,423,839","31,231,059"
A099220,SDN,12,2014,Annual,25.02,0.45,23.02,54.08,117.78,"1,100,675","4,448,313",0.54,"35,867,128","48,404,888","26,459,259"
A099220,SDN,12,2015,Annual,31.76,1.30,22.01,51.91,107.93,"5,517,421","3,586,125",0.98,"19,886,303","42,827,128","11,714,843"
A099220,SDN,12,2016,Annual,32.37,1.36,27.77,49.71,98.85,"1,437,636","2,700,829",0.79,"18,735,038","38,604,076","10,677,014"
A099220,SDN,12,2017,Annual,27.38,0.87,20.84,50.99,104.05,"3,771,414","3,000,359",2.26,"32,497,018","47,273,262","25,164,327"
A099220,SDN,12,2018,Annual,24.56,0.80,20.75,43.10,75.75,"2,901,649","3,544,412",5.16,"39,045,610","41,409,832","31,556,457"
A099220,SDN,12,2019,Annual,27.53,0.69,22.12,43.87,78.17,"2,958,981","2,523,445",0.98,"48,161,407","48,546,736","35,070,108"
A099220,SDN,12,2020,Annual,40.87,4.66,18.90,53.40,114.60,"227,279","2,511,121",12.22,"61,107,001","54,786,126","51,460,078"
A099220,SDN,12,2021,Annual,27.47,0.98,17.95,42.14,72.83,"5,311,272","3,422,869",9.20,"75,028,727","51,241,108","65,891,402"
A099220,SDN,12,2022,Annual,27.39,0.48,18.99,42.48,73.86,"281,747","2,302,381",4.34,"82,508,952","57,252,466","60,032,372"
A288980,모아데이타,12,2011,Annual,,,,,,,,,,,
A288980,모아데이타,12,2012,Annual,,,,,,,,,,,
A288980,모아데이타,12,2013,Annual,,,,,,,,,,,
A288980,모아데이타,12,2014,Annual,,,,,,,,,,,
A288980,모아데이타,12,2015,Annual,,,,,,,,,,,
A288980,모아데이타,12,2016,Annual,,,,,,,,,,,
A288980,모아데이타,12,2017,Annual,,,,,,,,,,,
A288980,모아데이타,12,2018,Annual,23.22,31.18,24.50,53.93,117.05,"824,740",0,0.02,"1,400,025","999,867","996,863"
A288980,모아데이타,12,2019,Annual,37.72,0.24,16.85,66.55,198.97,"2,120,316","117,161",6.25,"5,157,479","3,677,829","3,743,944"
A288980,모아데이타,12,2020,Annual,35.76,0.06,23.14,70.79,242.40,"3,085,425","618,941",28.61,"11,672,683","8,456,479","9,548,238"
A288980,모아데이타,12,2021,Annual,42.36,0.01,30.35,22.26,28.63,"2,709,732","629,586",10.85,"13,340,301","4,084,181","8,578,142"
A288980,모아데이타,12,2022,Annual,39.60,0.03,41.66,33.57,50.53,"1,078,590","647,757",31.19,"32,968,261","18,076,705","27,247,020"
A263050,유틸렉스,12,2011,Annual,,,,,,,,,,,
A263050,유틸렉스,12,2012,Annual,,,,,,,,,,,
A263050,유틸렉스,12,2013,Annual,,,,,,,,,,,
A263050,유틸렉스,12,2014,Annual,,,,,,,,,,,
A263050,유틸렉스,12,2015,Annual,1.60,0.55,,2.19,2.24,"-914,167",0,93.86,"8,605,144","175,321","8,605,144"
A263050,유틸렉스,12,2016,Annual,36.21,3.04,,18.02,21.98,"-5,178,276","55,787",57.85,"18,739,106","576,539","18,739,106"
A263050,유틸렉스,12,2017,Annual,26.36,1.78,"7,472.36",12.58,14.39,"-9,815,932","129,938",26.32,"41,247,222","2,029,562","41,247,222"
A263050,유틸렉스,12,2018,Annual,20.44,1.22,"3,514.59",8.90,9.77,"-13,727,827","145,495",39.74,"63,595,833","6,899,063","63,595,833"
A263050,유틸렉스,12,2019,Annual,37.30,2.44,"4,584.32",17.34,20.98,"-18,335,385","162,582",8.95,"44,573,560","2,688,677","44,573,560"
A263050,유틸렉스,12,2020,Annual,30.56,1.61,"1,322.23",44.55,80.36,"-24,888,215","1,666,509",29.09,"69,207,709","41,206,339","69,207,709"
A263050,유틸렉스,12,2021,Annual,29.01,1.41,"45,732.96",36.64,57.82,"-33,559,846","2,539,820",26.62,"74,301,459","37,892,774","74,301,459"
A263050,유틸렉스,12,2022,Annual,30.31,1.43,"17,132.78",13.02,14.96,"-36,733,227","1,763,153",38.10,"69,142,513","11,804,082","69,142,513"
A241770,메카로,12,2011,Annual,40.08,0.17,25.48,51.42,105.84,"2,159,561",0,19.94,"13,173,116","5,700,490","8,505,609"
A241770,메카로,12,2012,Annual,51.13,0.14,22.54,50.25,100.99,"1,862,378",0,14.39,"11,551,026","3,945,678","7,536,224"
A241770,메카로,12,2013,Annual,51.71,0.11,28.11,49.79,99.18,"1,017,652",0,15.80,"11,755,973","4,760,130","8,801,393"
A241770,메카로,12,2014,Annual,43.47,0.87,30.39,65.60,190.69,"614,157","589,736",21.59,"17,782,551","9,588,544","12,599,732"
A241770,메카로,12,2015,Annual,47.62,0.95,23.19,48.99,96.04,"5,593,829","318,084",21.37,"20,222,235","10,395,451","14,868,373"
A241770,메카로,12,2016,Annual,46.14,1.12,17.92,48.77,95.20,"3,098,844","287,429",11.96,"23,231,527","10,675,892","12,088,810"
A241770,메카로,12,2017,Annual,16.20,0.49,13.49,16.30,19.48,"40,351,257","289,198",63.45,"114,981,290","19,330,853","98,457,752"
A241770,메카로,12,2018,Annual,25.04,0.76,19.07,9.70,10.74,"33,825,845",0,53.10,"111,130,620","12,000,645","93,611,107"
A241770,메카로,12,2019,Annual,45.98,2.99,29.97,10.16,11.31,"8,560,966","29,282",34.40,"77,228,037","11,689,539","65,184,347"
A241770,메카로,12,2020,Annual,52.35,1.35,34.21,11.15,12.55,"146,870","55,258",27.74,"66,997,024","12,053,441","53,453,725"
A241770,메카로,12,2021,Annual,55.18,1.53,36.07,9.09,10.00,"2,497,971","49,638",20.91,"63,924,995","10,801,879","47,899,475"
A241770,메카로,12,2022,Annual,28.00,0.61,35.29,11.93,13.54,"2,553,661","35,038",54.04,"152,899,972","23,843,664","143,759,775"
A347860,알체라,12,2011,Annual,,,,,,,,,,,
A347860,알체라,12,2012,Annual,,,,,,,,,,,
A347860,알체라,12,2013,Annual,,,,,,,,,,,
A347860,알체라,12,2014,Annual,,,,,,,,,,,
A347860,알체라,12,2015,Annual,,,,,,,,,,,
A347860,알체라,12,2016,Annual,,,,,,,,,,,
A347860,알체라,12,2017,Annual,,,,,,,,,,,
A347860,알체라,12,2018,Annual,15.32,2.30,180.33,222.29,완전잠식,"-2,566,586","120,731",3.66,"2,018,431","539,434","2,014,550"
A347860,알체라,12,2019,Annual,7.21,0.51,81.24,9.31,10.27,"-2,063,420","285,686",18.27,"11,211,356","951,615","11,211,356"
A347860,알체라,12,2020,Annual,7.37,0.23,118.09,9.28,10.22,"-5,120,237","34,138",65.55,"26,541,374","1,690,013","25,559,257"
A347860,알체라,12,2021,Annual,4.04,2.44,211.40,77.91,352.63,"-11,140,479","824,060",64.87,"67,968,488","3,918,459","67,968,488"
A347860,알체라,12,2022,Annual,4.68,0.36,251.96,41.57,71.14,"-16,850,509","3,439,806",52.11,"49,851,515","6,928,529","49,851,515"
A080000,에스엔유,12,2011,Annual,29.72,14.34,16.11,37.38,59.68,"-7,231,244","1,177,792",15.05,"78,156,277","37,726,932","73,052,227"
A080000,에스엔유,12,2012,Annual,28.61,15.97,34.59,41.60,71.24,"-15,239,199","2,329,024",10.92,"60,160,621","37,733,594","56,632,446"
A080000,에스엔유,12,2013,Annual,26.47,14.18,21.88,38.63,62.96,"12,250,565",0,9.11,"68,111,599","34,351,710","64,382,146"
A080000,에스엔유,12,2014,Annual,26.50,15.11,24.11,46.40,86.57,"-10,494,714",0,6.24,"63,486,234","52,762,438","60,029,109"
A080000,에스엔유,12,2015,Annual,24.75,13.76,23.10,44.95,81.66,"2,621,761",0,4.41,"66,820,041","52,735,418","64,539,980"
A080000,에스엔유,12,2016,Annual,22.22,14.03,29.32,33.18,49.65,"-15,860,935","1,429,375",10.19,"75,976,971","41,535,418","74,411,664"
A080000,에스엔유,12,2017,Annual,14.95,9.99,16.34,36.42,57.27,"5,919,257","973,485",18.27,"97,101,061","35,398,895","96,435,894"
A080000,에스엔유,12,2018,Annual,13.73,5.54,16.40,21.06,26.67,"10,966,725","668,665",29.91,"89,502,698","15,912,897","81,403,864"
A080000,에스엔유,12,2019,Annual,11.96,2.53,14.85,24.06,31.68,"8,930,594","214,695",27.34,"98,680,747","35,297,911","85,012,816"
A080000,에스엔유,12,2020,Annual,13.67,1.42,8.00,19.97,24.95,"8,650,760","18,183",34.27,"93,869,237","28,614,618","87,707,369"
A080000,에스엔유,12,2021,Annual,13.44,0.68,6.12,23.98,31.55,"6,129,344","1,845",25.87,"112,144,908","40,362,593","96,445,996"
A080000,에스엔유,12,2022,Annual,14.83,0.57,9.56,26.15,35.41,"6,618,617","4,613",16.43,"126,453,858","47,750,513","106,130,511"
A302550,리메드,12,2011,Annual,,,,,,,,,,,
A302550,리메드,12,2012,Annual,,,,,,,,,,,
A302550,리메드,12,2013,Annual,,,,,,,,,,,
A302550,리메드,12,2014,Annual,,,,,,,,,,,
A302550,리메드,12,2015,Annual,,,,,,,,,,,
A302550,리메드,12,2016,Annual,37.04,5.14,51.94,44.80,81.15,"548,228","43,131",18.69,"3,562,476","1,387,627","2,449,153"
A302550,리메드,12,2017,Annual,35.89,0.01,49.49,66.77,200.90,"324,727","127,719",22.74,"5,283,428","2,046,583","3,617,113"
A302550,리메드,12,2018,Annual,43.50,0.00,60.38,49.12,96.55,"-836,184","156,553",15.92,"9,631,545","1,938,197","7,325,105"
